date,lobby,game,team,ign,playfabid,placement,kills,damage,date,date num,is_fun_match,playfabid2
2024/06/04 18:12:09,6FF98B,4,B,crank.d,B3BF51049C1923AB,3,2,407,2024-06-04,45447,0,B3BF51049C1923AB
2024/06/04 18:12:09,6FF98B,4,B,TOTALS,,3,4,1423,2024-06-04,45447,0,
2024/06/04 18:12:09,6FF98B,4,C,S.A.O._MAX.I.CAN,2E0C8F5E8A7957C4,5,0,418,2024-06-04,45447,0,2E0C8F5E8A7957C4
2024/06/04 18:12:09,6FF98B,4,C,S.A.O PeterpanFLEX,39FC372721AE0FDC,5,6,926,2024-06-04,45447,0,7FBE610C56B5FE41
2024/06/04 18:12:09,6FF98B,4,C,Chino__0,2072A9F47383F728,5,5,1262,2024-06-04,45447,0,DEBC974F6F52CCCC
2024/06/04 18:12:09,6FF98B,4,C,TOTALS,,5,11,2606,2024-06-04,45447,0,
2024/06/04 18:12:09,6FF98B,4,D,Rocco_DiBacco,AC56409522FABD68,4,9,1719,2024-06-04,45447,0,AC56409522FABD68
2024/06/04 18:12:09,6FF98B,4,D,SIeepyJoeBiden,827BB5492C42434E,4,2,523,2024-06-04,45447,0,B0E52B0761329378
2024/06/04 18:12:09,6FF98B,4,D,BBQ__WATER,15A08CA14697B062,4,6,1892,2024-06-04,45447,0,15A08CA14697B062
2024/06/04 18:12:09,6FF98B,4,D,TOTALS,,4,17,4134,2024-06-04,45447,0,
2024/06/04 18:12:09,6FF98B,4,E,GO_STOOOBE,121559C6C39206B5,1,2,684,2024-06-04,45447,0,121559C6C39206B5
2024/06/04 18:12:09,6FF98B,4,E,GO_Maverick,C88B28FFE600C77E,1,3,1070,2024-06-04,45447,0,C88B28FFE600C77E
2024/06/04 18:12:09,6FF98B,4,E,GOxPinkpwnage,A4024C179571E5B9,1,6,1529,2024-06-04,45447,0,A4024C179571E5B9
2024/06/04 18:12:09,6FF98B,4,E,TOTALS,,1,11,3283,2024-06-04,45447,0,
2024/06/04 18:12:09,6FF98B,4,F,MVP_Provolown,62D75D8FC9785191,6,5,1105,2024-06-04,45447,0,62D75D8FC9785191
2024/06/04 18:12:09,6FF98B,4,F,MrRager,91062BD8ADCBAE8,6,6,1611,2024-06-04,45447,0,42AAE36F6839385B
2024/06/04 18:12:09,6FF98B,4,F,brrrr_1,1F38E2CA2D523F1,6,0,337,2024-06-04,45447,0,E9E44C258D99C389
2024/06/04 18:12:09,6FF98B,4,F,TOTALS,,6,11,3053,2024-06-04,45447,0,
2024/06/04 18:12:09,6FF98B,4,G,WillMM,2F8C8755E29B22CA,8,1,140,2024-06-04,45447,0,2F8C8755E29B22CA
2024/06/04 18:12:09,6FF98B,4,G,IrieVR,735321E35993FAC0,8,0,87,2024-06-04,45447,0,735321E35993FAC0
2024/06/04 18:12:09,6FF98B,4,G,Psycho.Bunny,30D1B0B09E4BBADE,8,0,70,2024-06-04,45447,0,30D1B0B09E4BBADE
2024/06/04 18:12:09,6FF98B,4,G,TOTALS,,8,1,297,2024-06-04,45447,0,
2024/06/04 18:12:09,6FF98B,4,H,WolfPlayz27,EC41367606605674,7,0,87,2024-06-04,45447,0,EC41367606605674
2024/06/04 18:12:09,6FF98B,4,H,Frost_Bite17,EA604A64B44CCACB,7,0,0,2024-06-04,45447,0,EA604A64B44CCACB
2024/06/04 18:12:09,6FF98B,4,H,vipxace,3C451C712FB045E0,7,0,80,2024-06-04,45447,0,3C451C712FB045E0
