ign,pfid,pfid2,go_rating
THC_Cookie,2696D8908CC3C8DC,2696D8908CC3C8DC,1147
Boogeyman8891,DF7BA4237AC32131,DF7BA4237AC32131,1146
WillMM,2F8C8755E29B22CA,2F8C8755E29B22CA,1144
brrrr_1,1F38E2CA2D523F1,E9E44C258D99C389,1144
NND_Klegend8,49EB868DA7602266,49EB868DA7602266,1144
Kerby_VR,600871AEA5A00745,600871AEA5A00745,1144
Harry1617,7A2D4B83E6879EDB,7A2D4B83E6879EDB,1144
BK23XXIII,BFE591E87F14BDC1,BFE591E87F14BDC1,1144
AOC_dagoat69,E9E44C258D99C389,E9E44C258D99C389,1144
PUTIN,14E017AE65DFDD61,E9E44C258D99C389,1144
PUTIN,29FE5D20EA9EE0EA,E9E44C258D99C389,1144
LilLitLandon,BBEE03930BD2C43B,BBEE03930BD2C43B,1142
korzn,CB4AF62D83CBF1B,CB4AF62D83CBF1B,1141
S.A.O_Matthew_08,E5949569CD2E4B4E,E5949569CD2E4B4E,1141
Crispy_morning,10F6A95319615550,10F6A95319615550,1138
DustyStone,3C227BF40A11D6CF,3C227BF40A11D6CF,1138
JSR42,C32CD06AECD095F0,C32CD06AECD095F0,1138
Kiku_Zeatic,DE028A373F969D47,DE028A373F969D47,1138
POP_ChrisP,4017450C529BB778,4017450C529BB778,1137
mfS_sk888smooth,90AA70BC0CC2D4FA,90AA70BC0CC2D4FA,1137
TrashBoat_VR,C971AC213B4AB5FC,C971AC213B4AB5FC,1137
I_AM_YOUNGHUN_L.L.L,FCCC7D76445900B1,FCCC7D76445900B1,1137
FlashBolo,FFAB9B0248B5562,FFAB9B0248B5562,1135
PinkForest,35BA664EE2D668FD,FFAB9B0248B5562,1135
clev,51A8542B437B9171,51A8542B437B9171,1135
GO_Acid_ISR,6C4F16D88F1BE063,6C4F16D88F1BE063,1135
ytmikkelvr,8258728F2C5D1C4B,8258728F2C5D1C4B,1133
dadaodadao,DBA24A8AD8CE8238,DBA24A8AD8CE8238,1133
Trazy.Awp,1CABA4F7BC12810B,1CABA4F7BC12810B,1132
M.I.A_Isaac_29,1F3C8B55C2A997AE,1F3C8B55C2A997AE,1132
x1disobedient1x,472D47AC50081212,472D47AC50081212,1131
xDarknezzzz,98FEC08D17CE9C86,98FEC08D17CE9C86,1131
Ghost__Face,25CDC91DA3E05C9C,25CDC91DA3E05C9C,1130
benbobh,ADFE359E6F897D2A,ADFE359E6F897D2A,1130
RIP_VR,26AC123E53B767EA,26AC123E53B767EA,1129
ITAGIRLZ_PANDUSHH,4D70783E7B20E7A5,4D70783E7B20E7A5,1129
Slickz_,2EB41E101ECBD7AE,2EB41E101ECBD7AE,1128
ZanderAlmighty,6F972C5D44EA5BDC,6F972C5D44EA5BDC,1128
FlapJackPack,D44574679FDB392D,D44574679FDB392D,1127
Chatman,19CC0D65BCBB75E1,19CC0D65BCBB75E1,1124
NoSouP4u_,ECAB84C5CCB64419,ECAB84C5CCB64419,1124
Lejwaani.swe.NB,806CBF6937E3C2B4,806CBF6937E3C2B4,1123
CompleteGuarantee,85DA29B1C4B078F,85DA29B1C4B078F,1123
Sp1n13,F9CBA5793008AA13,F9CBA5793008AA13,1123
SaitamaX.D,32A2DF9587FBE76C,32A2DF9587FBE76C,1122
snitselz,404BC1167EFE6431,404BC1167EFE6431,1122
GO_SilverLining23,ADF7427EC62CD8CA,ADF7427EC62CD8CA,1121
ASAP_R0CKY,A0D013686B73B9EF,A0D013686B73B9EF,1121
RBL.ESP.Juande92TW,4985ED3137DCA151,4985ED3137DCA151,1120
Eviljester799_JAC,4F6933069E63CA8A,4F6933069E63CA8A,1120
Behzurk,AD884235F64EFB33,AD884235F64EFB33,1119
SWA_LilJug,B6BC57F1CD624C82,B6BC57F1CD624C82,1119
Chrissiii,76AD45CA84DCDD44,76AD45CA84DCDD44,1118
CIC_Clint25,DE0F069F6E55C5C1,DE0F069F6E55C5C1,1117
Balpeau,2971B2C4F1EEBF51,2971B2C4F1EEBF51,1116
Pattiä,2EAA62B223463ED7,2EAA62B223463ED7,1116
P.A.I.N,5210BC0B3AD63CB7,5210BC0B3AD63CB7,1116
Dab_Doctor,77FB987259A65F56,77FB987259A65F56,1116
FriedAg2,2050B38177AC30B2,2050B38177AC30B2,1115
JAMES897,6B022813A08C37E,6B022813A08C37E,1115
VRS_BOOST,60D200E7D4CCEE6,60D200E7D4CCEE6,1114
Saga,85CAB3018DB07C88,85CAB3018DB07C88,1114
takuya,F97DB4814565BB5,F97DB4814565BB5,1114
CTRL.GreySniper12,2EA21D38C6441012,2EA21D38C6441012,1113
Malibu_1984,3B4BA5ED5C54F19C,3B4BA5ED5C54F19C,1113
MightyNut,73371D9B4E432918,73371D9B4E432918,1112
BruceBruce.NB,D5542F47DD53DDF0,D5542F47DD53DDF0,1112
TTP.TheFur,F91BB99ED8C33544,F91BB99ED8C33544,1112
IFuze,C56CB11A71F31C6A,C56CB11A71F31C6A,1111
TTV/Fuze,546C5EEA935FB89C,C56CB11A71F31C6A,1111
dheinz,1565A704C6E1765F,1565A704C6E1765F,1110
NND_Jaxon_hymel,267A0E382663A0AE,267A0E382663A0AE,1110
VRS_Chocolate_Wings,5FED9C5A66FD5828,5FED9C5A66FD5828,1110
VOLXX,A17ECD3B707C3CBD,A17ECD3B707C3CBD,1110
ARES_DoKkO,2B31F9FB0F0D47FC,2B31F9FB0F0D47FC,1109
michael_com,56FBA6B66B29FF50,56FBA6B66B29FF50,1109
VIPxTheFlipSide,7869E518D1E868FC,7869E518D1E868FC,1109
VRS_SnickleFritzA,C0CC9BF2009A9CCE,C0CC9BF2009A9CCE,1109
Ry.y,765E29220A77E744,765E29220A77E744,1109
custard_creams,41B7A0F2D963773,41B7A0F2D963773,1107
Holdox_Norway,90A6631DB024FEFA,90A6631DB024FEFA,1107
Inz29_NCC,137D1FA8480C64AA,137D1FA8480C64AA,1106
Definitely_Not_Juice,A0AA5F11CF97A82F,A0AA5F11CF97A82F,1106
SenBug_NCC,F11623D48D908434,F11623D48D908434,1106
SgtFuzz48,937C03439FCE41AA,937C03439FCE41AA,1105
Cbrad19,FB978B6BBEF29C9F,FB978B6BBEF29C9F,1105
Rizzful_Reeces,4D8C1AF8DD48E58E,FB978B6BBEF29C9F,1105
dannov,A241467829682FF9,A241467829682FF9,1104
VRS_Breezy,D495B5AC55F08B60,D495B5AC55F08B60,1104
Drugz,80A2C18B4B098566,80A2C18B4B098566,1104
ELITE_IvanRT153,5500F4F3A9AF767B,5500F4F3A9AF767B,1103
Noob.vr,F6B46E52BD7E475C,F6B46E52BD7E475C,1103
Mybikegotstolen13yearsago,B0DE3B1F96BBED66,B0DE3B1F96BBED66,1102
Muto76e,B820636D218CB73F,B820636D218CB73F,1102
VIPxGloxi,B2EB5AF7D9C8E673,B2EB5AF7D9C8E673,1101
VIPxGlocknheels,C12AACEAC9CE276,B2EB5AF7D9C8E673,1101
BadBoys_MO,2EEDC894BA480458,2EEDC894BA480458,1101
jackyogirl,3ED4E123CB1BC5C4,3ED4E123CB1BC5C4,1100
FTH69_Jim_Austin,B1955C5AD2B3FCF,B1955C5AD2B3FCF,1100
ARES_Arsonist,D768C00CC25D72C2,D768C00CC25D72C2,1099
831playboy,3F9105D0C2699E1C,3F9105D0C2699E1C,1098
ZazieTheBeast,5C7D412D447664A5,5C7D412D447664A5,1098
CAVAAA,9F43DAE62075F6F8,9F43DAE62075F6F8,1098
APEX-JoeyZ23,B407A5F4C358D5D7,B407A5F4C358D5D7,1098
HGH_pintoj,42AAE36F6839385B,42AAE36F6839385B,1098
Magical_Beans,B7A7FD4C7B8309CB,42AAE36F6839385B,1098
MrRager,91062BD8ADCBAE8,42AAE36F6839385B,1098
Casemir,5C412502BAB0BCE1,5C412502BAB0BCE1,1097
Scary_Kozmuff,E2662C5E6A65B8C3,E2662C5E6A65B8C3,1097
aredk1ng,9EB9FD69E219B6B6,9EB9FD69E219B6B6,1095
DABOUTmoto,8BAFC4BBD4D77AA5,8BAFC4BBD4D77AA5,1094
VRS_DeathTheKid6,D4CC2108E41CC504,D4CC2108E41CC504,1094
Yazgoth,F82889D38304878C,F82889D38304878C,1094
px_guason2k,39B5F5E7D38BD084,39B5F5E7D38BD084,1093
FMC_MandrewManderson,73DAFC2EC4D73D63,73DAFC2EC4D73D63,1092
OmegaHavox_SIN,D6033EFA21E9FF2C,D6033EFA21E9FF2C,1092
RBL_Funsun1,DF4D2AA48663CFA7,DF4D2AA48663CFA7,1092
Noob,23E66F075A1F9D0E,23E66F075A1F9D0E,1091
mmkay40,88A6B5CED4D2100C,88A6B5CED4D2100C,1091
FlipIt,D015057EF1C9A7B7,D015057EF1C9A7B7,1091
VIPxSparklingrabbit_2_0,E5F563B053B170EC,E5F563B053B170EC,1091
BOMBATOMIK_SIN,3E92BD2D2CDEA2A,3E92BD2D2CDEA2A,1090
Elephant_ghost,1A3C16DEE2078B67,1A3C16DEE2078B67,1089
1SS.KyleAmes12,37680BF7CF6363A0,37680BF7CF6363A0,1089
PsYcho_Dor_isr,F920D3102DDACBC5,F920D3102DDACBC5,1089
UnFrancais,CB027B019FDF3863,CB027B019FDF3863,1088
GO_Loki,7AEED7BA665E4D7A,7AEED7BA665E4D7A,1087
GO_Loki714,322087B90928B7CB,7AEED7BA665E4D7A,1087
The_Venom_SIN,4B9053F972D61985,4B9053F972D61985,1087
1DARKKNIGHT1,E5919BE861AAA5B1,E5919BE861AAA5B1,1087
Tlambo16,115A704627E964A2,115A704627E964A2,1086
TTP.FairArtifact,646C711C9E8CCA8E,646C711C9E8CCA8E,1086
PPL-Z.A.I.D.D.E.N,1BC3E2E7AA443FBA,1BC3E2E7AA443FBA,1085
Bendoudou,1FE1674B0EA9BFC3,1FE1674B0EA9BFC3,1085
IFF-FR-Mowrice,2C77122D84E6FBD,2C77122D84E6FBD,1085
TW_Amios,B4623F194900F0BF,B4623F194900F0BF,1085
AURELIUS_LIVE,13E63D7F87632869,13E63D7F87632869,1083
AURELIUS_LIVE,9C2F382633A0075,13E63D7F87632869,1083
AURELIUS_AVE,5C6E2952678D0796,13E63D7F87632869,1083
NaterPotater,DD85186511695AC4,DD85186511695AC4,1082
SAO_ALWAYSDOWN,5EBD02565FF07268,5EBD02565FF07268,1082
1lozer,25CA1AC7A1B94C6,25CA1AC7A1B94C6,1081
UndyingOne,D4DE0F1B8CCDF4B2,D4DE0F1B8CCDF4B2,1081
Syne-,F7977E3D2AB55841,F7977E3D2AB55841,1081
Mecc,FCB768E5B044BC89,FCB768E5B044BC89,1081
Pax_PiccolaStella,3B51CB7B0148267E,3B51CB7B0148267E,1079
smokDAZ_SIN,9F30EB1FB2D3DB12,9F30EB1FB2D3DB12,1079
CIC_Mr.Kadono,F951EF813DB679B,F951EF813DB679B,1078
WanderingGenji,B985D870EEC737A,B985D870EEC737A,1077
LlamaGod24,F27E8256FA0A2096,F27E8256FA0A2096,1077
ferzkape,FE9ED4312BEE1856,FE9ED4312BEE1856,1077
Beakerman007,41BBD50C7746158A,41BBD50C7746158A,1076
KattenMusen10tusen,F5766E156714B883,F5766E156714B883,1076
Conman02,46BF9FF42169A610,46BF9FF42169A610,1075
M1__X4C,6F91E2ED902C438,6F91E2ED902C438,1075
ZeroCooL6,915829915E29ECE,915829915E29ECE,1075
Denying,D7AF76EF487ADD44,D7AF76EF487ADD44,1075
DisruptingVisuals,F477E7AEF02740C9,F477E7AEF02740C9,1075
idunnotim,F385C11A1768B15A,F385C11A1768B15A,1074
CremePie_SIN,51DE354FF3E9EACA,51DE354FF3E9EACA,1073
g0rd0,AB9C699598EE2442,AB9C699598EE2442,1073
neeeks,A3D48CEE6968286F,A3D48CEE6968286F,1073
neeeks,6D37DEA99183079B,A3D48CEE6968286F,1073
God_luck2u,C8964D1431F3283,C8964D1431F3283,1072
PlatosCaveVR,F60FC18D3DE40E85,F60FC18D3DE40E85,1072
Charlie.Babcock.C.S.,E20E834338C4AE4B,E20E834338C4AE4B,1071
PipeDoc.NB,16DABA1107FEF320,459F73E9DD5F5850,1069
PipeDoc.NB,459F73E9DD5F5850,459F73E9DD5F5850,1069
bev.iin,DE5C586C27A456E3,DE5C586C27A456E3,1069
Gods_Judgment,E829F81F36E64B45,E829F81F36E64B45,1068
hotmessmom,FE17543EF5B6B4F1,FE17543EF5B6B4F1,1068
Scary_TANAKATARO,29C6BEB551885430,29C6BEB551885430,1067
vrcheddar,6092B7F4BB0EDE22,6092B7F4BB0EDE22,1067
Chacha,6FF5894915789C17,6FF5894915789C17,1067
TR6391,9E08D80BCC8654E4,9E08D80BCC8654E4,1065
-WOLFMAN-®_ITABOYZ,AEBD51724DA2F950,AEBD51724DA2F950,1064
Private_Gomer_Pyle_HTTA,51BA5933BB016AC3,51BA5933BB016AC3,1063
MEDRANOVR,9D34FD3DE6C9184E,9D34FD3DE6C9184E,1062
HarryCotter_PHA,5DD18E14858CE803,5DD18E14858CE803,1062
IFF_FR_GUR,5FD5C9F4F5A44158,5FD5C9F4F5A44158,1062
VRS_Chemimbalance227,B7461ECCDF5F0B2E,B7461ECCDF5F0B2E,1062
VRS_Chem,920D1B39AB3137B1,B7461ECCDF5F0B2E,1062
V0N4RizZlY,119C54240481B2F9,119C54240481B2F9,1061
IFF-FR-Octavior,796004D8AA316096,796004D8AA316096,1061
Bl1STER,550FEF229F7AFF1B,550FEF229F7AFF1B,1060
Ballo,D2A425FE9116F3F3,D2A425FE9116F3F3,1060
SleepyJoeBiden,B0E52B0761329378,B0E52B0761329378,1058
Lilbrains,E9A8212E43ABC5C3,E9A8212E43ABC5C3,1058
SIeepyJoeBiden,827BB5492C42434E,B0E52B0761329378,1058
Dreamteam89,1189B518FF6E38C3,1189B518FF6E38C3,1057
GO_IRONKNUCKLEZ,DECE5E4CE6396B2E,DECE5E4CE6396B2E,1057
mostlyghostly899,3F0C8980BD7F7547,3F0C8980BD7F7547,1056
HMONG_SIN,24EEDA735E4BAAF4,24EEDA735E4BAAF4,1055
III7Death,69EBD8451A2A3D1E,69EBD8451A2A3D1E,1055
Douhan D. SVEA,D354BE72D799A175,D354BE72D799A175,1055
Chillixed,F04CA0C471018E3C,F04CA0C471018E3C,1055
BFF_Rueebli,A8B819718C493985,A8B819718C493985,1054
Mrs.Gunner,9E408095823E9529,9E408095823E9529,1053
Kfreestone,657DF52B40AC015A,657DF52B40AC015A,1053
Nuns7,B1FE8E26A6A230B5,B1FE8E26A6A230B5,1053
Rafeal-,DB32BA71CC299BC8,DB32BA71CC299BC8,1053
jewishguy18,1231408FDE2AEBC7,1231408FDE2AEBC7,1052
S.A.O_Liam.the.Great,3E29D7A9EE806988,3E29D7A9EE806988,1052
SAO_Vraptorr,5799B0444E24ED70,5799B0444E24ED70,1052
VRS_DeeeeezBoyz,6F393499D2076796,6F393499D2076796,1052
ARM_Bubba.TTV,DEF751C9760F6742,DEF751C9760F6742,1052
dannynolife,5068E83A78750B82,5068E83A78750B82,1051
Jonah_TCH,5F7F6073C0A2CDAA,5F7F6073C0A2CDAA,1051
Butterylung,F9E4043F1282460C,F9E4043F1282460C,1051
LORIN_VR,7CE54A275A808695,7CE54A275A808695,1050
NND_Trentisonfire,950318427E14378F,950318427E14378F,1050
900s,E28B57F7CFF59729,E28B57F7CFF59729,1050
QuaTarious_2148,7F9A9FD67AF39CBC,7F9A9FD67AF39CBC,1049
Vantage.VR,DC195B48542FD9B2,DC195B48542FD9B2,1049
OMEGA_Baddie,520B18E988A8B26A,520B18E988A8B26A,1048
isabell. <3,8DC6051B1879E5CA,8DC6051B1879E5CA,1048
SgtPJwinkels,89E68609E0F73B2F,89E68609E0F73B2F,1047
SV_Ahspen-SWE®,EC1980BC5EB9D302,EC1980BC5EB9D302,1047
AOC_Kvillers_oculus,9072EDA619587668,9072EDA619587668,1046
IFF-UK-JOKERR_VR,A4017D0C912BD425,A4017D0C912BD425,1046
DC_OMG,C40D79EE9AF5A8D1,C40D79EE9AF5A8D1,1046
TRO_Cammie,25A81A2C0D037295,25A81A2C0D037295,1045
AieKillYou,B138D05DFB972B65,B138D05DFB972B65,1045
sotiros,FBA7E13DE26FA809,FBA7E13DE26FA809,1045
TTP.Jit2Lit,227F252D93519834,227F252D93519834,1044
FunkyBunch3,ED44562F557E0053,ED44562F557E0053,1044
IFF-USA-SDragon,2BD19FECC27A0F85,2BD19FECC27A0F85,1043
TST_Big_blob,53710B8BEFF17A3A,53710B8BEFF17A3A,1043
ITABOYZ_Ray1,84BBB05355C4317C,84BBB05355C4317C,1043
GO_RoiD_ISR,16B4E148FA265156,16B4E148FA265156,1042
REXRYAN,48E69DFCAA05C842,48E69DFCAA05C842,1042
JaayDub,EC6AB8AAE789BC87,EC6AB8AAE789BC87,1042
TTV_HeyItsFinnVR,67D3C8800A6757EA,67D3C8800A6757EA,1041
Sparticus_,8168E7E7C4C564BA,8168E7E7C4C564BA,1041
VRS_Philophosaurus,82BB45C189B4B061,82BB45C189B4B061,1041
shadowhams_X4C,3078CFF527BCD021,3078CFF527BCD021,1039
BryMan112_SIN,99C187EA699A498C,99C187EA699A498C,1039
Mickz.T,E388D0C77DA66C57,E388D0C77DA66C57,1039
xWhisper,BE37679318BE4F12,BE37679318BE4F12,1038
3LAU-,8880CBC14F03348A,8880CBC14F03348A,1038
SALKOGI,94D8B4B484699CF4,94D8B4B484699CF4,1038
Gemstone2,BC9137CEE7C6B68F,BC9137CEE7C6B68F,1037
A3Blackshot,EEA69AA4469DFFDA,EEA69AA4469DFFDA,1037
pikpukpak,16D391A7E894AE74,16D391A7E894AE74,1036
ConcreteMonkey,7E9AB4B37035A311,7E9AB4B37035A311,1036
pintaiL,E024F25DC55EDBEC,E024F25DC55EDBEC,1036
RAMB0Y,28DF665ED243D77F,28DF665ED243D77F,1035
Death note,F965C2AED40230B4,F965C2AED40230B4,1035
THC_Dream_King,3DA0B5BAAC29D2C1,3DA0B5BAAC29D2C1,1035
SirMÊTA,42CBDD37C806E6F2,42CBDD37C806E6F2,1034
Tiaagra,2EB0C4C7B56B6F59,2EB0C4C7B56B6F59,1034
chives152,49EA70D55001E24B,49EA70D55001E24B,1034
CurseofCain,EB15784D3BA37E9D,EB15784D3BA37E9D,1034
THC_BertaBud,9BDC06894E9DC21C,9BDC06894E9DC21C,1033
Tea-Kay,AB10FBBC3B90470C,AB10FBBC3B90470C,1033
Morpheus,DCD07BAB01F6033E,DCD07BAB01F6033E,1033
Featherith,B8D14E4FB2B722F4,B8D14E4FB2B722F4,1032
NAA-Foltaz,C2EF08F71C667E8E,C2EF08F71C667E8E,1031
xNiya,75A2561232645DE3,75A2561232645DE3,1031
VIPxAniya,23C5EF9952C0A6B,75A2561232645DE3,1031
iAmDan419,215049CBBFE8FC9A,215049CBBFE8FC9A,1029
hetap,238EB41D8E60B4A8,238EB41D8E60B4A8,1028
Dafflorian,5C31639AE6321E0C,5C31639AE6321E0C,1028
1Kaler,83D90C9CB4A4FABC,83D90C9CB4A4FABC,1028
TheParA,8D8825B68690D35,8D8825B68690D35,1028
VRS_ZEUS,CCABF096F1221D4F,CCABF096F1221D4F,1028
Fonyan,16F158FDB9B2B025,16F158FDB9B2B025,1027
JosefFritzlsNachbarshund,7E77CBECDD9FAF78,7E77CBECDD9FAF78,1026
VIPxCaleb,2188A97FF206D528,2188A97FF206D528,1025
Budd_y,DBF7B6ACFC28D4F4,DBF7B6ACFC28D4F4,1025
A.K.M_Chato100K,E239FE5AB9FA5E9B,E239FE5AB9FA5E9B,1025
WheatIey,10BF36AD2DA059C1,10BF36AD2DA059C1,1023
Goku101p,9673FAFC749DCFB7,9673FAFC749DCFB7,1023
hater1981,9BD022AAF9EAAEDB,9BD022AAF9EAAEDB,1023
RBL_TRUNKZ,BF7400886E48B4A3,BF7400886E48B4A3,1023
VIPxgiantbob321,31B5320BAEA09713,31B5320BAEA09713,1022
Hater1981,78148A82A882EA7B,78148A82A882EA7B,1022
BadBoys_Arafluch,B57EB47899E65B38,B57EB47899E65B38,1021
LittleFaceTat,D30DD1DFF8C6BBB3,D30DD1DFF8C6BBB3,1021
BURG.NB,AC8759DA84BC67BB,AC8759DA84BC67BB,1020
RezMe,318BAD3D36740B10,318BAD3D36740B10,1018
fizzikal,8B95285A82FB7662,8B95285A82FB7662,1018
Birdiekaka,E0578EAA1D6E7901,E0578EAA1D6E7901,1018
Russian_Vodka,3CA72D1014C83B00,3CA72D1014C83B00,1018
Jads46,151124FB9DCE4091,151124FB9DCE4091,1017
Kozmuff,8B9BC06739168B2F,8B9BC06739168B2F,1017
Omaline1234,E23F0948A8C9414E,E23F0948A8C9414E,1017
N_H_L0024,803EA912481896EE,803EA912481896EE,1016
DSOW_MR_GRANDPAPPI,D7A37F55DAEEE722,D7A37F55DAEEE722,1016
winterbirdie,7B96A7B25E1E5CF7,7B96A7B25E1E5CF7,1015
FinnEgan2007,9AE45E27BE32D765,9AE45E27BE32D765,1015
Kurus,F46958D59432AC29,F46958D59432AC29,1015
clappdaddy,D43F8FD027F7B59D,D43F8FD027F7B59D,1014
Tay_G,778447F294ADBFA6,778447F294ADBFA6,1013
SOLDERLESS366,89245CC7F3EFA61A,89245CC7F3EFA61A,1013
Airborne101st,B291D47E3ACB49B4,B291D47E3ACB49B4,1013
Acidic_Huntsman,D1296891C1806420,D1296891C1806420,1013
M_colt_ISR,E91F496741C98B53,E91F496741C98B53,1013
charles.ed,5D88115084F8C45F,5D88115084F8C45F,1012
Littlered85,EEAEEFDA51DDA6AE,EEAEEFDA51DDA6AE,1011
TTV_MrPrezeyVR,1C7412914F1764F5,1C7412914F1764F5,1011
OldGregg,9C733450B15DBA1C,9C733450B15DBA1C,1011
S_A_O_Jakester001,9F2432A79A3615BF,9F2432A79A3615BF,1011
Majorwiseguy,210F15830A1A7F3B,210F15830A1A7F3B,1009
EGG_ChucyP,4DAAF649C2F0CABF,4DAAF649C2F0CABF,1009
T1SDAL3,BD8D8E2015702E90,BD8D8E2015702E90,1009
Jaguar_Regent,C312A2786F4B7A62,C312A2786F4B7A62,1009
WWW_Abstract333,69375EE11D2F2F99,69375EE11D2F2F99,1009
PastaTheRat,94775A42D753BC4B,94775A42D753BC4B,1008
AG3NT.Z3RO,8C44CF14B05941FB,8C44CF14B05941FB,1008
Mr.Xtwinkler,2BC7A1AB4561865,2BC7A1AB4561865,1007
VR_Martinho,11208B410EF4B73F,11208B410EF4B73F,1007
hmlufc,515FE93B4DD376F0,515FE93B4DD376F0,1007
SXS-StoraH,CFCA5440816ECAFA,CFCA5440816ECAFA,1007
RBL.FAVIO_R,2FE62FF407C43427,2FE62FF407C43427,1005
DeLEECHious,BD525BB3438B4499,BD525BB3438B4499,1005
TTAU_SOSA,CEAE412C2B0A8E1F,CEAE412C2B0A8E1F,1005
allangoods2021,1C3EF8409822D553,1C3EF8409822D553,1004
EL-COMPADRE,4DECFB711F230A0D,4DECFB711F230A0D,1004
Sodapopss,EF0C5C78F428A9D8,EF0C5C78F428A9D8,1004
MadDazVR,FD3574D4C938F8E6,FD3574D4C938F8E6,1004
tekniqi_WWW,412A3D2FC34814D3,412A3D2FC34814D3,1003
Hurricane Love 69,61032295678A6166,61032295678A6166,1003
Corn_Pop,7594F0A10AE18A87,7594F0A10AE18A87,1003
_QN_,3DA86E18D09E29E4,3DA86E18D09E29E4,1002
Popem.and.Dropem,742BAE03879E70AD,742BAE03879E70AD,1002
A$CExVIP,4A054DCC790C24A2,3C451C712FB045E0,1001
vipxace,3C451C712FB045E0,3C451C712FB045E0,1001
Krios,436623B402C9A0F,436623B402C9A0F,1001
THC_FreshOffTheRip,D9E4FDA05EE8A681,D9E4FDA05EE8A681,1001
PRESTO_TRON,60B1EDA5C7E6030E,60B1EDA5C7E6030E,1001
AOC_CAIDEN,DEE51F0B7F373C98,DEE51F0B7F373C98,1000
QuizWhiz77,1E0AA1831B7FB8B9,1E0AA1831B7FB8B9,999
SV_EnzoTheViking,250447370316A377,250447370316A377,999
XavDaSlav,B5C703F0A0D1D903,B5C703F0A0D1D903,999
Kipper_vr,2401765793CF12A3,2401765793CF12A3,998
MUgenti12,7684C841951CC499,7684C841951CC499,998
AMF_Silas,C294EBE6B1FE0E95,C294EBE6B1FE0E95,998
Woodzyy,490E89030C31216A,490E89030C31216A,997
squishycheeks,D4C1C6848035C131,D4C1C6848035C131,997
The_One11,E1571B6B44B32EA,E1571B6B44B32EA,997
MTSxMirec,9DF7AC472CB579CF,9DF7AC472CB579CF,996
Robinwood,AD8E40F5FFFA4C5B,AD8E40F5FFFA4C5B,996
Flatbush_SIN,F1EE7ECAB653B459,F1EE7ECAB653B459,996
Skeez.VR,94FE6BBE7FE387FA,94FE6BBE7FE387FA,995
GO_helloBeauTEEful,97A718B9C0358436,3DB3B4C184947919,995
helloBeauTEEful,9F69803F0848292C,3DB3B4C184947919,995
GO_BeauTEEful,3DB3B4C184947919,3DB3B4C184947919,995
Deep.NB,D5A4509147D7BEC2,D5A4509147D7BEC2,995
SAKURAcheese,1A79786FCA339278,1A79786FCA339278,994
4.3_Wiseman,1CA97D10D8E1396B,1CA97D10D8E1396B,994
Half_Al1ve,7D01298912E30EBC,6C94F59B1E5B27,994
Half_Alive,6C94F59B1E5B27,6C94F59B1E5B27,994
Tman919212,73B0734EA29CBF58,73B0734EA29CBF58,993
ORION_ANUBIS,CEA8984DA1171172,CEA8984DA1171172,993
Beastmode_1983,FC412448AD0A0D02,FC412448AD0A0D02,993
takuya,165D18867DCE3448,165D18867DCE3448,992
LqrsLT,A40DD972E8F602AE,A40DD972E8F602AE,992
Britneelane,DBA5EEE17F881173,DBA5EEE17F881173,992
Mr.ColdShotta,74A21D3E0DA49324,74A21D3E0DA49324,991
xXxSmittyTTV,AA642EE3B3A2AA2F,AA642EE3B3A2AA2F,991
xDanger,ACF8BCC4E428A426,ACF8BCC4E428A426,991
overthebill,DA561E28F27B2F87,DA561E28F27B2F87,991
gCL-,DE802195419DD8D2,DE802195419DD8D2,991
IFF_FR_OMGKillKenny,242ECE344CB2C36C,242ECE344CB2C36C,990
EBONY_D,EFBFBDEA03FBB708,EFBFBDEA03FBB708,990
Quatrozec_FIN,36AE989B0DE8719E,36AE989B0DE8719E,989
Tiffins.89,42DCA0DB5A0AB7C2,42DCA0DB5A0AB7C2,989
HMONG_SIN,5A677F2FD3A95637,5A677F2FD3A95637,989
Kingslayer402,7397BB23BF94748C,7397BB23BF94748C,989
FatCheeze,9596FB26BE5BCBE4,9596FB26BE5BCBE4,988
albert_rambaudi,3942F5AEA6C5A4A1,3942F5AEA6C5A4A1,988
NND_KillaBoni,94A681E64CF5EBA,94A681E64CF5EBA,988
RBL_JerkyRice,B99F31ACFBA9D229,B99F31ACFBA9D229,988
K O Z M O N A U T,DED2D692B3EA6C40,DED2D692B3EA6C40,988
Honka_FIN_HTTA,103DE797B8E49DCB,103DE797B8E49DCB,987
xAgronalin,B2C60CBB9BF26B64,B2C60CBB9BF26B64,987
2fast2furiouss,E5C4D8DB7E46253F,E5C4D8DB7E46253F,987
LA.CH.PZ_Rambo,1AC1AAEC344F7F70,1AC1AAEC344F7F70,986
BadBoys_Haftbefel.De,27B859C2312C3E9C,27B859C2312C3E9C,986
MTSxReaper-YT,4C1A688CFBD972C6,4C1A688CFBD972C6,986
Tomathan,6C298028FD3F964A,6C298028FD3F964A,986
TONMSC,6DA8B96437EB0350,6DA8B96437EB0350,986
YoPapi,8C2A22B362816ADB,5B6F3C96C8EC8648,986
S.A.O 69GOD,5B6F3C96C8EC8648,5B6F3C96C8EC8648,986
SXS-NiclasCeder,EDB5A77827FFEF44,EDB5A77827FFEF44,985
IFF-BE-Sphyrna63,FBED80714B6D346F,FBED80714B6D346F,985
xNelson,306D5F7DC561F2C4,306D5F7DC561F2C4,984
