datetime,lobby,game,team,ign,playfabid,placement,kills,damage,date,date num,is_fun_match,playfabid2
2024/04/15 19:39:58,F894F6,4,A,TOTALS,,2,4,1462,2024-04-15,45397,0,
2024/04/15 19:39:58,F894F6,4,B,GO-Cronides,968E12D14D8B0FF3,5,0,144,2024-04-15,45397,0,968E12D14D8B0FF3
2024/04/15 19:39:58,F894F6,4,B,GO_SHARK,E15CAAD0003430E3,5,0,50,2024-04-15,45397,0,E15CAAD0003430E3
2024/04/15 19:39:58,F894F6,4,B,GO_DocButler,E40FBC5F7C9F0DEC,5,0,0,2024-04-15,45397,0,E40FBC5F7C9F0DEC
2024/04/15 19:39:58,F894F6,4,B,TOTALS,,5,0,194,2024-04-15,45397,0,
2024/04/15 19:39:58,F894F6,4,C,SADDAM,B77C2F6D0CD2FDF4,4,0,88,2024-04-15,45397,0,B77C2F6D0CD2FDF4
2024/04/15 19:39:58,F894F6,4,C,PUTIN,14E017AE65DFDD61,4,0,134,2024-04-15,45397,0,E9E44C258D99C389
2024/04/15 19:39:58,F894F6,4,C,Magical_Beans,B7A7FD4C7B8309CB,4,4,681,2024-04-15,45397,0,42AAE36F6839385B
2024/04/15 19:39:58,F894F6,4,C,TOTALS,,4,4,903,2024-04-15,45397,0,
2024/04/15 19:39:58,F894F6,4,D,AdoboMexicano,B27236C0A1D9ED61,3,2,260,2024-04-15,45397,0,B27236C0A1D9ED61
2024/04/15 19:39:58,F894F6,4,D,TBEEMoney,3F5D4AFC2A01604D,3,1,420,2024-04-15,45397,0,3F5D4AFC2A01604D
2024/04/15 19:39:58,F894F6,4,D,RYL.Shaman,AD185BEBDD909427,3,0,190,2024-04-15,45397,0,AD185BEBDD909427
2024/04/15 19:39:58,F894F6,4,D,TOTALS,,3,3,870,2024-04-15,45397,0,
2024/04/15 19:39:58,F894F6,4,E,zyro,B714C7C93928CB51,1,6,928,2024-04-15,45397,0,B714C7C93928CB51
2024/04/15 19:39:58,F894F6,4,E,TTV_CaseOh,3980B16E663DA754,1,2,507,2024-04-15,45397,0,3980B16E663DA754
2024/04/15 19:39:58,F894F6,4,E,Ry.y,765E29220A77E744,1,1,607,2024-04-15,45397,0,765E29220A77E744
2024/04/15 19:39:58,F894F6,4,E,TOTALS,,1,9,2042,2024-04-15,45397,0,
2024/04/16 17:26:40,5B9833,0,A,GO_BABs,290C1E25CEE59C4B,6,0,529,2024-04-16,45398,0,290C1E25CEE59C4B
2024/04/16 17:26:40,5B9833,0,A,GO_JessHawk3,557FF72C377D8A4D,6,1,224,2024-04-16,45398,0,557FF72C377D8A4D
2024/04/16 17:26:40,5B9833,0,A,Sapphire2889,9F56082143201E3F,6,0,233,2024-04-16,45398,0,3E0F07034D2E830
2024/04/16 17:26:40,5B9833,0,A,TOTALS,,6,1,986,2024-04-16,45398,0,
2024/04/16 17:26:40,5B9833,0,B,SheDontLuvYou,C59F43026258ED07,5,1,104,2024-04-16,45398,0,C59F43026258ED07
2024/04/16 17:26:40,5B9833,0,B,TOTALS,,5,1,104,2024-04-16,45398,0,
2024/04/16 17:26:40,5B9833,0,C,SAH1b,17C81FDBCCC905C6,1,3,1128,2024-04-16,45398,0,17C81FDBCCC905C6
2024/04/16 17:26:40,5B9833,0,C,APEX_BOBO,B864335427BF31DE,1,4,1083,2024-04-16,45398,0,B864335427BF31DE
2024/04/16 17:26:40,5B9833,0,C,Yeahboiiiiii,529AAA3C915D1165,1,3,718,2024-04-16,45398,0,529AAA3C915D1165
2024/04/16 17:26:40,5B9833,0,C,TOTALS,,1,10,2929,2024-04-16,45398,0,
2024/04/16 17:26:40,5B9833,0,D,RBL_WadsFam,B30B5F97C86046E1,8,0,0,2024-04-16,45398,0,B30B5F97C86046E1
2024/04/16 17:26:40,5B9833,0,D,RBL_Elliott,790F7ACB99C1BE25,8,0,102,2024-04-16,45398,0,790F7ACB99C1BE25
2024/04/16 17:26:40,5B9833,0,D,D.MENACE1.209,E0A123C5CA062D68,8,0,0,2024-04-16,45398,0,E0A123C5CA062D68
2024/04/16 17:26:40,5B9833,0,D,TOTALS,,8,0,102,2024-04-16,45398,0,
2024/04/16 17:26:40,5B9833,0,E,Barkley,971E1A0C2492767E,2,1,555,2024-04-16,45398,0,F4C12E96546AE7F9
2024/04/16 17:26:40,5B9833,0,E,RBL_Goon_1,EE507E5DBB062096,2,5,1336,2024-04-16,45398,0,EE507E5DBB062096
2024/04/16 17:26:40,5B9833,0,E,FlashBolo,FFAB9B0248B5562,2,3,678,2024-04-16,45398,0,FFAB9B0248B5562
2024/04/16 17:26:40,5B9833,0,E,TOTALS,,2,9,2569,2024-04-16,45398,0,
2024/04/16 17:26:40,5B9833,0,F,Mr.Xtwinkler,2BC7A1AB4561865,7,1,299,2024-04-16,45398,0,2BC7A1AB4561865
2024/04/16 17:26:40,5B9833,0,F,Pistol_Maverick,822011D1FB3B4263,7,0,130,2024-04-16,45398,0,822011D1FB3B4263
2024/04/16 17:26:40,5B9833,0,F,SWA_wildbarnacle,CA61B44E88E88D70,7,1,356,2024-04-16,45398,0,CA61B44E88E88D70
2024/04/16 17:26:40,5B9833,0,F,TOTALS,,7,2,785,2024-04-16,45398,0,
2024/04/16 17:26:40,5B9833,0,G,TTV/Fuze,546C5EEA935FB89C,4,3,549,2024-04-16,45398,0,C56CB11A71F31C6A
2024/04/16 17:26:40,5B9833,0,G,Winter,B47B6C15654505EA,4,0,1076,2024-04-16,45398,0,4EFBB9740874DF99
2024/04/16 17:26:40,5B9833,0,G,TOTALS,,4,3,1625,2024-04-16,45398,0,
2024/04/16 17:26:40,5B9833,0,H,RYL.Shaman,AD185BEBDD909427,3,1,314,2024-04-16,45398,0,AD185BEBDD909427
2024/04/16 17:26:40,5B9833,0,H,TOTALS,,3,1,314,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,A,GO_BABs,290C1E25CEE59C4B,4,0,391,2024-04-16,45398,0,290C1E25CEE59C4B
2024/04/16 17:38:13,5B9833,1,A,GO_JessHawk3,557FF72C377D8A4D,4,2,324,2024-04-16,45398,0,557FF72C377D8A4D
2024/04/16 17:38:13,5B9833,1,A,Sapphire2889,9F56082143201E3F,4,0,104,2024-04-16,45398,0,3E0F07034D2E830
2024/04/16 17:38:13,5B9833,1,A,TOTALS,,4,2,819,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,B,SheDontLuvYou,C59F43026258ED07,8,1,200,2024-04-16,45398,0,C59F43026258ED07
2024/04/16 17:38:13,5B9833,1,B,TOTALS,,8,1,200,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,C,SAH1b,17C81FDBCCC905C6,1,1,1061,2024-04-16,45398,0,17C81FDBCCC905C6
2024/04/16 17:38:13,5B9833,1,C,APEX_BOBO,B864335427BF31DE,1,6,1345,2024-04-16,45398,0,B864335427BF31DE
2024/04/16 17:38:13,5B9833,1,C,Yeahboiiiiii,529AAA3C915D1165,1,6,1257,2024-04-16,45398,0,529AAA3C915D1165
2024/04/16 17:38:13,5B9833,1,C,TOTALS,,1,13,3663,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,D,RBL_WadsFam,B30B5F97C86046E1,5,0,261,2024-04-16,45398,0,B30B5F97C86046E1
2024/04/16 17:38:13,5B9833,1,D,RBL_Elliott,790F7ACB99C1BE25,5,0,403,2024-04-16,45398,0,790F7ACB99C1BE25
2024/04/16 17:38:13,5B9833,1,D,D.MENACE1.209,E0A123C5CA062D68,5,2,356,2024-04-16,45398,0,E0A123C5CA062D68
2024/04/16 17:38:13,5B9833,1,D,TOTALS,,5,2,1020,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,E,Barkley,971E1A0C2492767E,7,0,194,2024-04-16,45398,0,F4C12E96546AE7F9
2024/04/16 17:38:13,5B9833,1,E,RBL_Goon_1,EE507E5DBB062096,7,0,244,2024-04-16,45398,0,EE507E5DBB062096
2024/04/16 17:38:13,5B9833,1,E,FlashBolo,FFAB9B0248B5562,7,0,175,2024-04-16,45398,0,FFAB9B0248B5562
2024/04/16 17:38:13,5B9833,1,E,TOTALS,,7,0,613,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,F,Mr.Xtwinkler,2BC7A1AB4561865,6,0,114,2024-04-16,45398,0,2BC7A1AB4561865
2024/04/16 17:38:13,5B9833,1,F,Pistol_Maverick,822011D1FB3B4263,6,0,105,2024-04-16,45398,0,822011D1FB3B4263
2024/04/16 17:38:13,5B9833,1,F,SWA_wildbarnacle,CA61B44E88E88D70,6,0,261,2024-04-16,45398,0,CA61B44E88E88D70
2024/04/16 17:38:13,5B9833,1,F,TOTALS,,6,0,480,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,G,TTV/Fuze,546C5EEA935FB89C,2,3,1244,2024-04-16,45398,0,C56CB11A71F31C6A
2024/04/16 17:38:13,5B9833,1,G,Winter,B47B6C15654505EA,2,2,1394,2024-04-16,45398,0,4EFBB9740874DF99
2024/04/16 17:38:13,5B9833,1,G,TOTALS,,2,5,2638,2024-04-16,45398,0,
2024/04/16 17:38:13,5B9833,1,H,RYL.Shaman,AD185BEBDD909427,3,1,373,2024-04-16,45398,0,AD185BEBDD909427
2024/04/16 17:38:13,5B9833,1,H,TOTALS,,3,1,373,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,A,SAO._.K1NGZ,87023E350F5230FB,1,2,632,2024-04-16,45398,0,A69C1CF885686847
2024/04/16 17:48:25,637685,0,A,S.A.O_Gomezx3Turbo,E97B5685EFB2E730,1,3,985,2024-04-16,45398,0,E97B5685EFB2E730
2024/04/16 17:48:25,637685,0,A,S.A.O PeterpanFLEX,39FC372721AE0FDC,1,6,1447,2024-04-16,45398,0,7FBE610C56B5FE41
2024/04/16 17:48:25,637685,0,A,TOTALS,,1,11,3064,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,B,zyro,B714C7C93928CB51,2,0,190,2024-04-16,45398,0,B714C7C93928CB51
2024/04/16 17:48:25,637685,0,B,Tonkaah,78483BCA159DB216,2,0,276,2024-04-16,45398,0,78483BCA159DB216
2024/04/16 17:48:25,637685,0,B,Falcon12321,39E69E2E02ED73B,2,1,360,2024-04-16,45398,0,39E69E2E02ED73B
2024/04/16 17:48:25,637685,0,B,TOTALS,,2,1,826,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,C,Ry.y,765E29220A77E744,4,1,537,2024-04-16,45398,0,765E29220A77E744
2024/04/16 17:48:25,637685,0,C,MrRager,91062BD8ADCBAE8,4,1,233,2024-04-16,45398,0,91062BD8ADCBAE8
2024/04/16 17:48:25,637685,0,C,PUTIN,14E017AE65DFDD61,4,0,951,2024-04-16,45398,0,E9E44C258D99C389
2024/04/16 17:48:25,637685,0,C,TOTALS,,4,2,1721,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,D,S.A.O._MAX.I.CAN,2E0C8F5E8A7957C4,5,0,426,2024-04-16,45398,0,2E0C8F5E8A7957C4
2024/04/16 17:48:25,637685,0,D,Chino__0,2072A9F47383F728,5,3,530,2024-04-16,45398,0,DEBC974F6F52CCCC
2024/04/16 17:48:25,637685,0,D,TOTALS,,5,3,956,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,E,VIPxPinkpwnage,A4024C179571E5B9,7,0,140,2024-04-16,45398,0,A4024C179571E5B9
2024/04/16 17:48:25,637685,0,E,GO_JohnHarple,AA7052852F3FFDB4,7,0,24,2024-04-16,45398,0,AA7052852F3FFDB4
2024/04/16 17:48:25,637685,0,E,TOTALS,,7,0,164,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,F,S_A_O_Jakester001,9F2432A79A3615BF,3,4,622,2024-04-16,45398,0,9F2432A79A3615BF
2024/04/16 17:48:25,637685,0,F,jwam2_SAO,2E53A3C6180B3124,3,2,213,2024-04-16,45398,0,2E53A3C6180B3124
2024/04/16 17:48:25,637685,0,F,AG3NT.Z3RO,8C44CF14B05941FB,3,1,439,2024-04-16,45398,0,8C44CF14B05941FB
2024/04/16 17:48:25,637685,0,F,TOTALS,,3,7,1274,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,G,TTP.Chase,9070764BE8ABC182,6,0,0,2024-04-16,45398,0,9070764BE8ABC182
2024/04/16 17:48:25,637685,0,G,portermac,CC668E1312F0EC6B,6,0,14,2024-04-16,45398,0,CC668E1312F0EC6B
2024/04/16 17:48:25,637685,0,G,TOTALS,,6,0,14,2024-04-16,45398,0,
2024/04/16 17:48:25,637685,0,H,THCX-UNFAIRMAGE,931F4386A64367E3,8,0,24,2024-04-16,45398,0,931F4386A64367E3
2024/04/16 17:48:25,637685,0,H,THC_Dream_King,3DA0B5BAAC29D2C1,8,0,112,2024-04-16,45398,0,3DA0B5BAAC29D2C1
2024/04/16 17:48:25,637685,0,H,TOTALS,,8,0,136,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,A,GO_BABs,290C1E25CEE59C4B,3,0,722,2024-04-16,45398,0,290C1E25CEE59C4B
2024/04/16 17:50:06,5B9833,2,A,GO_JessHawk3,557FF72C377D8A4D,3,1,332,2024-04-16,45398,0,557FF72C377D8A4D
2024/04/16 17:50:06,5B9833,2,A,Sapphire2889,9F56082143201E3F,3,0,329,2024-04-16,45398,0,3E0F07034D2E830
2024/04/16 17:50:06,5B9833,2,A,TOTALS,,3,1,1383,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,B,SheDontLuvYou,C59F43026258ED07,8,2,422,2024-04-16,45398,0,C59F43026258ED07
2024/04/16 17:50:06,5B9833,2,B,TOTALS,,8,2,422,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,C,SAH1b,17C81FDBCCC905C6,4,2,692,2024-04-16,45398,0,17C81FDBCCC905C6
2024/04/16 17:50:06,5B9833,2,C,APEX_BOBO,B864335427BF31DE,4,1,729,2024-04-16,45398,0,B864335427BF31DE
2024/04/16 17:50:06,5B9833,2,C,Yeahboiiiiii,529AAA3C915D1165,4,0,262,2024-04-16,45398,0,529AAA3C915D1165
2024/04/16 17:50:06,5B9833,2,C,TOTALS,,4,3,1683,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,D,RBL_WadsFam,B30B5F97C86046E1,6,0,390,2024-04-16,45398,0,B30B5F97C86046E1
2024/04/16 17:50:06,5B9833,2,D,RBL_Elliott,790F7ACB99C1BE25,6,3,698,2024-04-16,45398,0,790F7ACB99C1BE25
2024/04/16 17:50:06,5B9833,2,D,D.MENACE1.209,E0A123C5CA062D68,6,0,444,2024-04-16,45398,0,E0A123C5CA062D68
2024/04/16 17:50:06,5B9833,2,D,TOTALS,,6,3,1532,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,E,Barkley,971E1A0C2492767E,1,5,1450,2024-04-16,45398,0,F4C12E96546AE7F9
2024/04/16 17:50:06,5B9833,2,E,RBL_Goon_1,EE507E5DBB062096,1,6,770,2024-04-16,45398,0,EE507E5DBB062096
2024/04/16 17:50:06,5B9833,2,E,FlashBolo,FFAB9B0248B5562,1,2,483,2024-04-16,45398,0,FFAB9B0248B5562
2024/04/16 17:50:06,5B9833,2,E,TOTALS,,1,13,2703,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,F,Mr.Xtwinkler,2BC7A1AB4561865,2,3,1028,2024-04-16,45398,0,2BC7A1AB4561865
2024/04/16 17:50:06,5B9833,2,F,Pistol_Maverick,822011D1FB3B4263,2,0,132,2024-04-16,45398,0,822011D1FB3B4263
2024/04/16 17:50:06,5B9833,2,F,SWA_wildbarnacle,CA61B44E88E88D70,2,0,945,2024-04-16,45398,0,CA61B44E88E88D70
2024/04/16 17:50:06,5B9833,2,F,TOTALS,,2,3,2105,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,G,TTV/Fuze,546C5EEA935FB89C,5,2,936,2024-04-16,45398,0,C56CB11A71F31C6A
2024/04/16 17:50:06,5B9833,2,G,Winter,B47B6C15654505EA,5,1,784,2024-04-16,45398,0,4EFBB9740874DF99
2024/04/16 17:50:06,5B9833,2,G,TOTALS,,5,3,1720,2024-04-16,45398,0,
2024/04/16 17:50:06,5B9833,2,H,RYL.Shaman,AD185BEBDD909427,7,1,225,2024-04-16,45398,0,AD185BEBDD909427
2024/04/16 17:50:06,5B9833,2,H,TOTALS,,7,1,225,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,A,GO_BABs,290C1E25CEE59C4B,7,1,336,2024-04-16,45398,0,290C1E25CEE59C4B
2024/04/16 18:00:26,5B9833,3,A,GO_JessHawk3,557FF72C377D8A4D,7,2,334,2024-04-16,45398,0,557FF72C377D8A4D
2024/04/16 18:00:26,5B9833,3,A,Sapphire2889,9F56082143201E3F,7,0,114,2024-04-16,45398,0,3E0F07034D2E830
2024/04/16 18:00:26,5B9833,3,A,TOTALS,,7,3,784,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,B,SheDontLuvYou,C59F43026258ED07,6,2,1006,2024-04-16,45398,0,C59F43026258ED07
2024/04/16 18:00:26,5B9833,3,B,TOTALS,,6,2,1006,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,C,SAH1b,17C81FDBCCC905C6,2,7,1282,2024-04-16,45398,0,17C81FDBCCC905C6
2024/04/16 18:00:26,5B9833,3,C,APEX_BOBO,B864335427BF31DE,2,5,1121,2024-04-16,45398,0,B864335427BF31DE
2024/04/16 18:00:26,5B9833,3,C,Yeahboiiiiii,529AAA3C915D1165,2,3,1170,2024-04-16,45398,0,529AAA3C915D1165
2024/04/16 18:00:26,5B9833,3,C,TOTALS,,2,15,3573,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,D,RBL_WadsFam,B30B5F97C86046E1,5,0,202,2024-04-16,45398,0,B30B5F97C86046E1
2024/04/16 18:00:26,5B9833,3,D,RBL_Elliott,790F7ACB99C1BE25,5,1,503,2024-04-16,45398,0,790F7ACB99C1BE25
2024/04/16 18:00:26,5B9833,3,D,D.MENACE1.209,E0A123C5CA062D68,5,0,182,2024-04-16,45398,0,E0A123C5CA062D68
2024/04/16 18:00:26,5B9833,3,D,TOTALS,,5,1,887,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,E,Barkley,971E1A0C2492767E,1,5,831,2024-04-16,45398,0,F4C12E96546AE7F9
2024/04/16 18:00:26,5B9833,3,E,RBL_Goon_1,EE507E5DBB062096,1,2,671,2024-04-16,45398,0,EE507E5DBB062096
2024/04/16 18:00:26,5B9833,3,E,FlashBolo,FFAB9B0248B5562,1,0,343,2024-04-16,45398,0,FFAB9B0248B5562
2024/04/16 18:00:26,5B9833,3,E,TOTALS,,1,7,1845,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,F,Mr.Xtwinkler,2BC7A1AB4561865,8,0,6,2024-04-16,45398,0,2BC7A1AB4561865
2024/04/16 18:00:26,5B9833,3,F,Pistol_Maverick,822011D1FB3B4263,8,1,215,2024-04-16,45398,0,822011D1FB3B4263
2024/04/16 18:00:26,5B9833,3,F,SWA_wildbarnacle,CA61B44E88E88D70,8,0,77,2024-04-16,45398,0,CA61B44E88E88D70
2024/04/16 18:00:26,5B9833,3,F,TOTALS,,8,1,298,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,G,TTV/Fuze,546C5EEA935FB89C,4,2,512,2024-04-16,45398,0,C56CB11A71F31C6A
2024/04/16 18:00:26,5B9833,3,G,Winter,B47B6C15654505EA,4,2,766,2024-04-16,45398,0,4EFBB9740874DF99
2024/04/16 18:00:26,5B9833,3,G,TOTALS,,4,4,1278,2024-04-16,45398,0,
2024/04/16 18:00:26,5B9833,3,H,RYL.Shaman,AD185BEBDD909427,3,2,699,2024-04-16,45398,0,AD185BEBDD909427
2024/04/16 18:00:26,5B9833,3,H,TOTALS,,3,2,699,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,A,S.A.O_Gomezx3Turbo,E97B5685EFB2E730,7,1,107,2024-04-16,45398,0,E97B5685EFB2E730
2024/04/16 18:06:09,637685,2,A,S.A.O PeterpanFLEX,39FC372721AE0FDC,7,0,131,2024-04-16,45398,0,7FBE610C56B5FE41
2024/04/16 18:06:09,637685,2,A,TOTALS,,7,1,238,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,B,Tonkaah,78483BCA159DB216,2,1,454,2024-04-16,45398,0,78483BCA159DB216
2024/04/16 18:06:09,637685,2,B,Falcon12321,39E69E2E02ED73B,2,1,216,2024-04-16,45398,0,39E69E2E02ED73B
2024/04/16 18:06:09,637685,2,B,zyro,B714C7C93928CB51,2,1,171,2024-04-16,45398,0,B714C7C93928CB51
2024/04/16 18:06:09,637685,2,B,TOTALS,,2,3,841,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,C,Ry.y,765E29220A77E744,1,3,545,2024-04-16,45398,0,765E29220A77E744
2024/04/16 18:06:09,637685,2,C,MrRager,91062BD8ADCBAE8,1,2,629,2024-04-16,45398,0,91062BD8ADCBAE8
2024/04/16 18:06:09,637685,2,C,PUTIN,14E017AE65DFDD61,1,2,884,2024-04-16,45398,0,E9E44C258D99C389
2024/04/16 18:06:09,637685,2,C,TOTALS,,1,7,2058,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,D,S.A.O._MAX.I.CAN,2E0C8F5E8A7957C4,6,1,1068,2024-04-16,45398,0,2E0C8F5E8A7957C4
2024/04/16 18:06:09,637685,2,D,Chino__0,2072A9F47383F728,6,2,820,2024-04-16,45398,0,DEBC974F6F52CCCC
2024/04/16 18:06:09,637685,2,D,TOTALS,,6,3,1888,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,E,VIPxPinkpwnage,A4024C179571E5B9,3,0,508,2024-04-16,45398,0,A4024C179571E5B9
2024/04/16 18:06:09,637685,2,E,GO_JohnHarple,AA7052852F3FFDB4,3,4,699,2024-04-16,45398,0,AA7052852F3FFDB4
2024/04/16 18:06:09,637685,2,E,TOTALS,,3,4,1207,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,F,S_A_O_Jakester001,9F2432A79A3615BF,5,6,1114,2024-04-16,45398,0,9F2432A79A3615BF
2024/04/16 18:06:09,637685,2,F,jwam2_SAO,2E53A3C6180B3124,5,0,161,2024-04-16,45398,0,2E53A3C6180B3124
2024/04/16 18:06:09,637685,2,F,AG3NT.Z3RO,8C44CF14B05941FB,5,0,354,2024-04-16,45398,0,8C44CF14B05941FB
2024/04/16 18:06:09,637685,2,F,TOTALS,,5,6,1629,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,G,TTP.Chase,9070764BE8ABC182,4,2,536,2024-04-16,45398,0,9070764BE8ABC182
2024/04/16 18:06:09,637685,2,G,portermac,CC668E1312F0EC6B,4,2,596,2024-04-16,45398,0,CC668E1312F0EC6B
2024/04/16 18:06:09,637685,2,G,TOTALS,,4,4,1132,2024-04-16,45398,0,
2024/04/16 18:06:09,637685,2,H,THCX-UNFAIRMAGE,931F4386A64367E3,8,0,98,2024-04-16,45398,0,931F4386A64367E3
2024/04/16 18:06:09,637685,2,H,TOTALS,,8,0,98,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,A,GO_BABs,290C1E25CEE59C4B,7,0,517,2024-04-16,45398,0,290C1E25CEE59C4B
2024/04/16 18:08:48,5B9833,4,A,GO_JessHawk3,557FF72C377D8A4D,7,1,556,2024-04-16,45398,0,557FF72C377D8A4D
2024/04/16 18:08:48,5B9833,4,A,Sapphire2889,9F56082143201E3F,7,0,178,2024-04-16,45398,0,3E0F07034D2E830
2024/04/16 18:08:48,5B9833,4,A,TOTALS,,7,1,1251,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,B,SheDontLuvYou,C59F43026258ED07,2,2,432,2024-04-16,45398,0,C59F43026258ED07
2024/04/16 18:08:48,5B9833,4,B,TOTALS,,2,2,432,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,C,SAH1b,17C81FDBCCC905C6,4,4,743,2024-04-16,45398,0,17C81FDBCCC905C6
2024/04/16 18:08:48,5B9833,4,C,APEX_BOBO,B864335427BF31DE,4,4,1369,2024-04-16,45398,0,B864335427BF31DE
2024/04/16 18:08:48,5B9833,4,C,Yeahboiiiiii,529AAA3C915D1165,4,2,647,2024-04-16,45398,0,529AAA3C915D1165
2024/04/16 18:08:48,5B9833,4,C,TOTALS,,4,10,2759,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,D,RBL_WadsFam,B30B5F97C86046E1,6,0,268,2024-04-16,45398,0,B30B5F97C86046E1
2024/04/16 18:08:48,5B9833,4,D,RBL_Elliott,790F7ACB99C1BE25,6,0,256,2024-04-16,45398,0,790F7ACB99C1BE25
2024/04/16 18:08:48,5B9833,4,D,D.MENACE1.209,E0A123C5CA062D68,6,0,517,2024-04-16,45398,0,E0A123C5CA062D68
2024/04/16 18:08:48,5B9833,4,D,TOTALS,,6,0,1041,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,E,Barkley,971E1A0C2492767E,1,2,990,2024-04-16,45398,0,F4C12E96546AE7F9
2024/04/16 18:08:48,5B9833,4,E,RBL_Goon_1,EE507E5DBB062096,1,7,828,2024-04-16,45398,0,EE507E5DBB062096
2024/04/16 18:08:48,5B9833,4,E,FlashBolo,FFAB9B0248B5562,1,3,615,2024-04-16,45398,0,FFAB9B0248B5562
2024/04/16 18:08:48,5B9833,4,E,TOTALS,,1,12,2433,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,F,Mr.Xtwinkler,2BC7A1AB4561865,5,1,689,2024-04-16,45398,0,2BC7A1AB4561865
2024/04/16 18:08:48,5B9833,4,F,Pistol_Maverick,822011D1FB3B4263,5,1,326,2024-04-16,45398,0,822011D1FB3B4263
2024/04/16 18:08:48,5B9833,4,F,SWA_wildbarnacle,CA61B44E88E88D70,5,3,597,2024-04-16,45398,0,CA61B44E88E88D70
2024/04/16 18:08:48,5B9833,4,F,TOTALS,,5,5,1612,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,G,TTV/Fuze,546C5EEA935FB89C,8,0,137,2024-04-16,45398,0,C56CB11A71F31C6A
2024/04/16 18:08:48,5B9833,4,G,Winter,B47B6C15654505EA,8,2,412,2024-04-16,45398,0,4EFBB9740874DF99
2024/04/16 18:08:48,5B9833,4,G,TOTALS,,8,2,549,2024-04-16,45398,0,
2024/04/16 18:08:48,5B9833,4,H,RYL.Shaman,AD185BEBDD909427,3,0,447,2024-04-16,45398,0,AD185BEBDD909427
2024/04/16 18:08:48,5B9833,4,H,TOTALS,,3,0,447,2024-04-16,45398,0,
2024/04/16 18:14:39,637685,3,A,S.A.O_Gomezx3Turbo,E97B5685EFB2E730,7,0,152,2024-04-16,45398,0,E97B5685EFB2E730
2024/04/16 18:14:39,637685,3,A,S.A.O PeterpanFLEX,39FC372721AE0FDC,7,0,320,2024-04-16,45398,0,7FBE610C56B5FE41
2024/04/16 18:14:39,637685,3,A,TOTALS,,7,0,472,2024-04-16,45398,0,
2024/04/16 18:14:39,637685,3,B,Tonkaah,78483BCA159DB216,1,7,1206,2024-04-16,45398,0,78483BCA159DB216
2024/04/16 18:14:39,637685,3,B,Falcon12321,39E69E2E02ED73B,1,3,701,2024-04-16,45398,0,39E69E2E02ED73B
2024/04/16 18:14:39,637685,3,B,zyro,B714C7C93928CB51,1,2,542,2024-04-16,45398,0,B714C7C93928CB51
2024/04/16 18:14:39,637685,3,B,TOTALS,,1,12,2449,2024-04-16,45398,0,
2024/04/16 18:14:39,637685,3,C,Ry.y,765E29220A77E744,5,1,212,2024-04-16,45398,0,765E29220A77E744
