ign,pfid,mapfid,go_rating,rating30plus
WrecklessVR,41E3669038C6459,41E3669038C6459,955,1202
VR_Martinho,11208B410EF4B73F,11208B410EF4B73F,955,1192
VRThailand,58DD4E210E55E93B,58DD4E210E55E93B,955,1235
LaneZ_POTR,7004D7F6D074B8E2,7004D7F6D074B8E2,955,1348
Pancakes_and_weebsy,2141271169CD4238,2141271169CD4238,955,1233
TRO_Cammie,25A81A2C0D037295,25A81A2C0D037295,955,1358
TTV_DwarfKingdom,780E435E9A9729C3,780E435E9A9729C3,954,1282
SOL_Scott.99.dangers,5922533A01108B2F,5922533A01108B2F,954,1231
hersley,2176005D38084196,2176005D38084196,954,1239
HGH_Vorchek,46DD31F2C5E843B5,46DD31F2C5E843B5,953,1292
Blacknight10_YT,20A0910A828FD93F,20A0910A828FD93F,953,1412
Witcher_19,B46F2FF7C6C00775,B46F2FF7C6C00775,953,1175
ENO_MATTHEW,C1538D6A06BB9C04,C1538D6A06BB9C04,953,1194
MKCarr,8186E3DBF4574994,8186E3DBF4574994,953,1306
TheBeast42069,44AD41F0117FEC13,44AD41F0117FEC13,952,1251
nofoodforpuppies,706D5E8A29419732,706D5E8A29419732,952,1119
Logan-0719,DD05AE40C1972311,DD05AE40C1972311,952,1405
SXS-SlaktarJonte,32DED4FA1C02C85B,32DED4FA1C02C85B,952,1213
BenHymen_AK,8281D6385E8A1C5C,8281D6385E8A1C5C,952,1254
Alphakemp,DCC76F05CF8A2F16,DCC76F05CF8A2F16,951,1177
mvjoker.TTP,3CA102DBDC9FAE66,3CA102DBDC9FAE66,951,1134
toxic07,95A68519744BB3F7,95A68519744BB3F7,951,1240
Kermies,34E1306BA6378425,34E1306BA6378425,949,1281
Chiefs_AWP,FFD3E3BC72B3DEDA,FFD3E3BC72B3DEDA,949,1232
Britneelane,DBA5EEE17F881173,DBA5EEE17F881173,949,1155
CYN_Bustingburgers,679B5A25C3BE66EA,679B5A25C3BE66EA,949,1304
Tea-Kay,AB10FBBC3B90470C,AB10FBBC3B90470C,948,1241
LILB2234PF,DB77F9CDBFC223CB,FA9A34346FC32D46,948,
LILB2234PF,FA9A34346FC32D46,FA9A34346FC32D46,948,1221
LilB3224PF,9AB15DC3593B0D2,FA9A34346FC32D46,948,
sotiros,FBA7E13DE26FA809,FBA7E13DE26FA809,948,1289
FYA_NachoEyes,492A884914A314FF,492A884914A314FF,947,1203
Outherecuz,884FEBFD4CBD03BC,884FEBFD4CBD03BC,947,1337
pinkninja682,2699BB7A4F6939CD,2699BB7A4F6939CD,947,1185
iAmGjert,BEBFFF9C24911E20,BEBFFF9C24911E20,946,1171
Shottski,281C4CE8A53A3C33,281C4CE8A53A3C33,946,1192
Kingfrisbee,902D1347E5078CB3,902D1347E5078CB3,946,1295
sharon_900,FB40DDE413DCC648,FB40DDE413DCC648,946,1202
Muto76e,B820636D218CB73F,B820636D218CB73F,945,1272
SkiMaskTheRizzGod,C1D2778061E1D4BD,C1D2778061E1D4BD,945,1314
Barkley_RBL,A86B6CCCE9D79C2,F4C12E96546AE7F9,945,1300
RBL_VBaRklEy,F4C12E96546AE7F9,F4C12E96546AE7F9,945,1133
ITABOYZ_Fury2Dindon,ADD77CB89DFF1029,ADD77CB89DFF1029,945,1235
QwikSand_32,4CA5AFE1C4BA90A9,4CA5AFE1C4BA90A9,944,1233
Zahbuza,6EA4A4061AF7C8B2,6EA4A4061AF7C8B2,944,1323
Cnerf,C9A3D3D6B96DFEAC,C9A3D3D6B96DFEAC,943,1222
nbk_benwolf,F627B96C86199797,F627B96C86199797,943,1296
Onickss,1BE398197ACAE00D,1BE398197ACAE00D,942,1099
Birdiekaka,E0578EAA1D6E7901,E0578EAA1D6E7901,941,1160
VaiVR,D23C9A41C561AC,D23C9A41C561AC,941,1277
feisal206,A8F4CBCBE5A86641,A8F4CBCBE5A86641,941,1178
bev.iin,DE5C586C27A456E3,DE5C586C27A456E3,941,1263
lmhatersdaughter2013,A81576955C782A38,A81576955C782A38,940,1230
Hurricane Love 69,61032295678A6166,61032295678A6166,940,1186
KAKAK_01,40B319A793121161,40B319A793121161,940,1227
Mzabal,8213D0E6DE77CC9B,8213D0E6DE77CC9B,940,1156
VRS-Agent_Suf,75FFEDC8589F7BBE,75FFEDC8589F7BBE,939,1347
AussieBvr,FBB0F07E1B0ECD77,FBB0F07E1B0ECD77,939,1226
VRS_A-MOE,3BEE8CCD43B697B7,3BEE8CCD43B697B7,939,1216
kkaNbu_L.L.L,F072B07CF7AD5649,F072B07CF7AD5649,939,1336
THCX-UNFAIRMAGE,931F4386A64367E3,931F4386A64367E3,939,1184
Speed.Turtle,4EF4CB87620FCAEC,4EF4CB87620FCAEC,939,1299
*UNPOPULARDAVETTV,8BBD150061A3ED24,8BBD150061A3ED24,938,1310
LEDxDucksavv,BB79BEDE4271B563,BB79BEDE4271B563,938,1234
VIPxHuntinfool,BFB7EEAA09738228,BFB7EEAA09738228,938,964
GO_DocButler,E40FBC5F7C9F0DEC,E40FBC5F7C9F0DEC,937,1014
Ram,FC5331D9736AD273,FC5331D9736AD273,937,1210
Chrollo_SIN,532AC061CD732431,532AC061CD732431,937,1255
Noose,D9EEF73F9FC46E7F,D9EEF73F9FC46E7F,936,1172
IFF_UK_Gomer_Pyle,51BA5933BB016AC3,51BA5933BB016AC3,935,1191
WWW_shoe,A8AECAFB8058B2B2,A8AECAFB8058B2B2,935,1096
T.K.O_ZoneKiller.909,E7EFF540ABEEE229,E7EFF540ABEEE229,935,1340
Goku101p,9673FAFC749DCFB7,9673FAFC749DCFB7,934,1242
ELITE.Fendi,B5C7AD2AF5785E26,B5C7AD2AF5785E26,934,1258
TTP.Greatestever,B0632BA6250376E1,B0632BA6250376E1,933,1009
theDEEPnd,D5A4509147D7BEC2,D5A4509147D7BEC2,932,1241
HGH_pintoj,42AAE36F6839385B,42AAE36F6839385B,932,1212
Magical_Beans,B7A7FD4C7B8309CB,42AAE36F6839385B,932,
HGH_Hudindi,C9B1EF095655CA98,C9B1EF095655CA98,932,1280
VIPxBearBeets,5C5D313270461DAF,5C5D313270461DAF,931,1193
SpiceyPricey,4B8D4AD6367D2CD5,4B8D4AD6367D2CD5,931,1275
spoonerjoe,C594F4F8FAFB619E,C594F4F8FAFB619E,930,1294
SXS-StoraH,CFCA5440816ECAFA,CFCA5440816ECAFA,930,1204
darthshay,825750ED2DA47D06,825750ED2DA47D06,929,962
CIC_SolidSnake,15E5A9F289AD4659,15E5A9F289AD4659,929,1253
Rintara,B4877AD3CB817827,B4877AD3CB817827,928,1247
Tennis_World,3840E4EB07707EDA,3840E4EB07707EDA,927,1297
MadDaz,FD3574D4C938F8E6,FD3574D4C938F8E6,927,1267
snowflakeunicorn,273A8A4059B2BE88,273A8A4059B2BE88,926,1341
benj56,85C4ADC98B98947,85C4ADC98B98947,926,1289
A.K.M_Chato100K,E239FE5AB9FA5E9B,E239FE5AB9FA5E9B,925,1291
OldGregg,9C733450B15DBA1C,9C733450B15DBA1C,925,1216
Avithan,18417EB1D7CC0D43,18417EB1D7CC0D43,925,1197
VIPxMac11,F4930C7B865CEA6C,F4930C7B865CEA6C,924,1276
VIPxMac12,83502A2CA46B340E,F4930C7B865CEA6C,924,
Mat_MagIgaM_taM,D21174CD98F87FA1,D21174CD98F87FA1,924,1233
erybodybabydaddy,52CC3C4713471205,52CC3C4713471205,924,1351
Dorkyfitzwater,BBDADEBF7AF2BA03,BBDADEBF7AF2BA03,922,1231
imortaljman,4F01DE1ADE8F15C,4F01DE1ADE8F15C,922,1211
Palaxy,F5FE56ED4CE5CDC9,F5FE56ED4CE5CDC9,922,1187
KBI_D0NT_L00K_UP,EBA7953BE9612C84,EBA7953BE9612C84,921,1198
RED_DAWN,A0B24D95C02DC8E1,A0B24D95C02DC8E1,920,1118
IFF-FR-AK,4A58194C9CB85085,4A58194C9CB85085,918,1197
WWW_ElliMist,B077A4BA45DBFE90,B077A4BA45DBFE90,918,1026
RiloJo,33FE672ADC9133EA,33FE672ADC9133EA,918,1217
ChizziMiagi,2B511E3918EC390F,2B511E3918EC390F,918,1137
geminiiiii,D22DC02CFC267C70,D22DC02CFC267C70,918,1182
RBL_TILLEYTUBBY,F15F23C7EC5BEC20,F15F23C7EC5BEC20,917,1132
ProfessorMajack,460FC75C0CEA07F2,460FC75C0CEA07F2,917,1177
TwistedAro,7362EF259DB35415,7362EF259DB35415,917,1123
JCTEAMTIM_N4U,A79B587F78A1010C,A79B587F78A1010C,916,1121
VIPxMugs,A6E60597362E1339,A6E60597362E1339,916,982
xMuggy11,7AF9CABA5D89CBD1,A6E60597362E1339,916,
√Moisty,77D92E9EC80EFE54,77D92E9EC80EFE54,916,1254
HGH_Towelie,FC0F3B7C27B3E1F1,FC0F3B7C27B3E1F1,916,1126
IFF_FR_OMGKillKenny,242ECE344CB2C36C,242ECE344CB2C36C,916,1236
Peanuts1234,1D777ACC716213C,1D777ACC716213C,915,1121
THC_LITTLEJOTTO,DF8E70EDC4CA016C,DF8E70EDC4CA016C,915,1139
BadBoys_Arafluch,B57EB47899E65B38,B57EB47899E65B38,915,1216
SweatyMac,B4691BF90746481B,B4691BF90746481B,915,1031
RBL_Ghosty,54127A904055A317,B50A4AC40327843C,915,
RBL_Ghosty,B50A4AC40327843C,B50A4AC40327843C,915,1184
VapeLifeYo,A9E33F697E7EDE72,A9E33F697E7EDE72,914,1236
Helixal,1F4AE39B162107CC,1F4AE39B162107CC,913,1214
Monkey_Mann,24C133B2C94E419B,24C133B2C94E419B,913,1196
Be_Chris,1D76A6A9B2A3557F,1D76A6A9B2A3557F,913,1245
JoJo.Gadget,8643676F36A035E7,8643676F36A035E7,911,1276
Abby-Username,D66CC08BF4FE4558,D66CC08BF4FE4558,910,1100
Wreckless31,FFA4AF4BC1A55CC3,FFA4AF4BC1A55CC3,910,1216
CIC_Snake,294B2A1C15314512,294B2A1C15314512,909,1174
"eat it,nerd",AF5F6E625B025154,AF5F6E625B025154,909,1027
SKS_RickyBobby660,426078FE93217C5A,426078FE93217C5A,909,1132
SpicyGirlUWU69,758CAEB90E813DB4,758CAEB90E813DB4,908,1184
K O Z M O N A U T,DED2D692B3EA6C40,DED2D692B3EA6C40,908,1191
CIC_chosenmatrix,639E4586878AE59D,639E4586878AE59D,908,1095
smich1989,6EA47A10DCAE1B01,6EA47A10DCAE1B01,907,1212
Res0.n4nce,215AFEA284E929E5,215AFEA284E929E5,906,1190
STD_Chicken Bizkits,F9CEB8326CF7D795,F9CEB8326CF7D795,906,1269
BabaYaga_NCC,5191C33D51D13C29,5191C33D51D13C29,906,1134
SEB-FR,3E99D9B0E671A70E,3E99D9B0E671A70E,906,1278
Controversy,7939F58AE548FAB9,7939F58AE548FAB9,905,1093
Elev8d,778CAF1BBFA0DFB4,778CAF1BBFA0DFB4,905,1241
Ashpool_,B13B9125392528BE,B13B9125392528BE,904,1297
Thanosbr,A0AAD0B7837ED73E,A0AAD0B7837ED73E,904,1312
Johantgo,1F8DDCC19C5747C9,1F8DDCC19C5747C9,904,1175
RBL_WadsFam,B30B5F97C86046E1,B30B5F97C86046E1,904,1220
iAmDan419,215049CBBFE8FC9A,215049CBBFE8FC9A,904,1217
thumtac,E4C49337B3A96BA8,E4C49337B3A96BA8,903,1071
xCAPTAINBUTTERSx,A89492343566D65A,A89492343566D65A,903,635
POP__RaveFam,9BAA650E960F94CE,9BAA650E960F94CE,903,1218
EGG_ChucyP,4DAAF649C2F0CABF,4DAAF649C2F0CABF,902,1239
Green_dragon_1,7CBCCC2BBF7A1B06,7CBCCC2BBF7A1B06,902,1225
Grubbs4VR,8ECB3BC835175AA3,8ECB3BC835175AA3,901,1123
Queenamidalaa,AF17DD1E995AAAFD,AF17DD1E995AAAFD,900,1072
SNooK-SWE,233445E28955579B,233445E28955579B,900,1193
CEA_PsychonautVibes,3EF8DDDEFE4F7F6,3EF8DDDEFE4F7F6,899,1152
BR4NNNN,1898182C4BBD6F2E,1898182C4BBD6F2E,899,1141
parsons.c,18632446FB3E861A,18632446FB3E861A,899,1179
SgtSlaughter16,E30E972236F0F9B1,E30E972236F0F9B1,899,969
aen_,B58648FF88396292,B58648FF88396292,899,1226
VRS_Frosty2453,119B75A1B351CAD4,119B75A1B351CAD4,899,1140
VIPxQuiki3,AE341DEA3FCDD6BD,AE341DEA3FCDD6BD,898,1111
EddyTheFreakVR,E299E7BDA498A01B,E299E7BDA498A01B,898,1252
EJ.Vine,7544024D8303E6F9,7544024D8303E6F9,898,1160
Wesley5n1p35,FF608669701A8D51,FF608669701A8D51,897,1213
Tanman6popone,1FAC56EB0B6C3B95,1FAC56EB0B6C3B95,897,1115
Maxdreams,9F64836F40D60159,9F64836F40D60159,897,1124
OTA_KIYO,B8FE09008C651930,B8FE09008C651930,896,1141
dafaithz,A905B64212E3E613,A905B64212E3E613,895,1066
¡¡¡¡¡BuyBitcoin!!!!!,8B9BC06739168B2F,8B9BC06739168B2F,894,1159
GO_HammerBolt,24BE6B47A3C4478C,24BE6B47A3C4478C,894,1147
Apollojr,64619A0B2501C812,64619A0B2501C812,893,1059
EEpheesaurus,CF2D224478F433CC,CF2D224478F433CC,893,1241
Ozymandias-,1101CE05E62D70C1,1101CE05E62D70C1,892,1073
GloopyLoopy,762E3133E178803E,762E3133E178803E,892,1171
SKS_BBaker,A679B6A1CEE62AE3,A679B6A1CEE62AE3,892,1091
Drake_Da_CEA_Boy,E9392FF11E696FD1,E9392FF11E696FD1,892,1250
Nicox07,CFA8546B55C342E5,CFA8546B55C342E5,891,1068
cherryyuiyui_L.L.L,2B9F0C068AE2B6C0,2B9F0C068AE2B6C0,891,1148
14pocket.TTP,FD9164686BD25249,FD9164686BD25249,891,1132
SixStringHero,F5D851466CA1C121,F5D851466CA1C121,890,1160
AssCIown,ED2F2ADE203A9FC1,ED2F2ADE203A9FC1,887,1207
GMS.GAPPJJ,44456FA3514932E,44456FA3514932E,887,1241
TTP.Masaaki,86EADD6924178D20,86EADD6924178D20,887,1156
xSean,178E4A2F225120EA,178E4A2F225120EA,886,997
STR0EM,1742C47488E03113,1742C47488E03113,886,1177
FYA_mccaige,6FF5EF9B8CA6993,6FF5EF9B8CA6993,886,1063
3tek,9E1155471720A43A,9E1155471720A43A,885,1096
NPC-Rboss05,1262ACAB902CDD58,1262ACAB902CDD58,885,1168
ShadySWE.GFY,A36EC2206164E71F,A36EC2206164E71F,885,1059
FrÖggy™,8D4876E1A77DD4DB,8D4876E1A77DD4DB,885,1089
LazerTazer125,282420713C7DD54D,282420713C7DD54D,884,1180
Tdog86,DE6885716CA46C9D,DE6885716CA46C9D,881,1156
NewbSchool,BDF4E6A3797A1FFB,BDF4E6A3797A1FFB,879,1209
RazMan85,10038F805F9070E6,10038F805F9070E6,878,1224
UnQuestionable,87FF41F7ADCDEDFB,87FF41F7ADCDEDFB,878,1213
VIPxNiya,75A2561232645DE3,75A2561232645DE3,877,662
Prime_Lynall74,BE9FBFBB8FCE6BB2,BE9FBFBB8FCE6BB2,877,1133
SURF_STAR_HTTA,9084F8DAAEFFAFC3,9084F8DAAEFFAFC3,877,1132
KING,D1F15E35476D0F23,D1F15E35476D0F23,876,1133
YAMBANY_ISR,628943A420EB6380,628943A420EB6380,876,1073
VR_Jen,94193D668BD1FD48,94193D668BD1FD48,876,767
max_the_cool_dog,EB6FE89CAE5DA26B,EB6FE89CAE5DA26B,876,1124
LittleFaceTat,D30DD1DFF8C6BBB3,D30DD1DFF8C6BBB3,875,1173
BAN_Goon_1,EE507E5DBB062096,EE507E5DBB062096,874,1186
kevorgod,4F40F29F5FFC932C,4F40F29F5FFC932C,874,1099
BadBoys_Cloudriders,A701DDBE4AAD41FD,A701DDBE4AAD41FD,874,1117
Soonski,97BFB8C72B3AD56A,97BFB8C72B3AD56A,873,1161
SSJ-Kakarott23,CFDDED05C0F8B0D,CFDDED05C0F8B0D,873,1131
GO_sunshineguy,5583433BEA6622FF,5583433BEA6622FF,873,1158
TIAGOAP_TAJINE,6B1797BB4CC8B01F,6B1797BB4CC8B01F,871,1196
ER0WID,658ED3FB4141C5F1,658ED3FB4141C5F1,871,1223
SKS_AngelOfDeath3391,D6314DB13629DBA8,D6314DB13629DBA8,871,1120
IFF.ESP.Juande92TW,4985ED3137DCA151,4985ED3137DCA151,870,1155
DAWN_Monraz,2B9E1116FB50321F,2B9E1116FB50321F,870,1139
UnpopularNate,574DFE9C43C67ACE,574DFE9C43C67ACE,870,1204
dinelli,6A37C06302A68AFA,6A37C06302A68AFA,870,1161
Sorry_No_Mike,C24A9F559E7CC46D,C24A9F559E7CC46D,869,1121
cciblazer,FA88C0B8E5EFB6A1,FA88C0B8E5EFB6A1,869,1097
K1LLM0NGR,13B9F9DC4FAE2357,13B9F9DC4FAE2357,868,1182
MackCheezy,75FB5643943D242F,75FB5643943D242F,868,1099
Eunice.yu,5EBCBD75B3F8E74C,5EBCBD75B3F8E74C,868,1073
IFF_Fr_Trileur,9049B94480339EC4,9049B94480339EC4,867,1130
larnergirl,3A680C179426793B,3A680C179426793B,867,1108
EddieStops,384DAB1DD00990CC,384DAB1DD00990CC,867,1280
CrpticAttack,EC31CDD3C3C9DDEF,EC31CDD3C3C9DDEF,866,1121
JABO2004,88FE4D7490C4EDE5,88FE4D7490C4EDE5,866,1152
Hampus035,ECBB8AD6D782429B,ECBB8AD6D782429B,866,1217
Jonahtoast,7DB65D92826B9867,7DB65D92826B9867,865,1166
Acidic_Huntsman,D1296891C1806420,D1296891C1806420,865,1231
BESTPOP1TEAM,4FE440CDC1DD2C2F,4FE440CDC1DD2C2F,865,975
VIPxDollarDogs,BC5AE07A6B34CBDC,BC5AE07A6B34CBDC,865,694
Pistol_Gladiator,6A4C286B06FD7190,6A4C286B06FD7190,864,1143
NycPoppin,DEF5B79DFC354DBB,DEF5B79DFC354DBB,863,1136
YOURFACE,4129FAD09994FF89,4129FAD09994FF89,863,1184
S.A.O_SSniperVampire,BB60A06D22857732,BB60A06D22857732,863,1189
Sense_TH,F73BAAC214C68A4A,F73BAAC214C68A4A,863,985
PPL_MaicyLlo,485F15DD2A0D4E1E,485F15DD2A0D4E1E,863,1077
Fugly_actual,3CF39365BB6C812F,3CF39365BB6C812F,862,1197
NorbFest,94FE6BBE7FE387FA,94FE6BBE7FE387FA,862,1077
FMC_MandrewManderson,73DAFC2EC4D73D63,73DAFC2EC4D73D63,862,1071
Tonkaah,78483BCA159DB216,78483BCA159DB216,862,1153
DonnieDonowitz,492DC54C16C53D03,492DC54C16C53D03,862,1069
JIMMY COCO_WWW,4A2120D836A1212E,4A2120D836A1212E,862,1050
SKS_greaseNtools,7AF381FC4AC180AE,7AF381FC4AC180AE,862,1119
greaseNtools_SKS,D0D0A3CB0824767F,7AF381FC4AC180AE,862,
ARES_Gargamello,937E9E0B2F94A418,937E9E0B2F94A418,862,1040
SC0TTICUS,665DA6E095A7CFF7,665DA6E095A7CFF7,861,978
OMEGA_Mrs.Gunner,9E408095823E9529,9E408095823E9529,860,1104
God_Mode_Activated,CA4C8C5BBF030A80,CA4C8C5BBF030A80,860,1154
BFF_DanGQ_FINSWE,977535A7618BDA22,977535A7618BDA22,860,1056
SLYFOX_TSK,15B8D1512B08213C,15B8D1512B08213C,860,1091
MeanSanta,E2CCF18EEDF9A1E,E2CCF18EEDF9A1E,859,1136
kitasota_L.L.L,12D3A3B87CE2AA7F,12D3A3B87CE2AA7F,859,1183
Green_Raccoon,1021FAF6A775B49D,1021FAF6A775B49D,859,1017
PunkyJen,3B8160267EB42B5A,3B8160267EB42B5A,859,953
RBL_Funsun1,DF4D2AA48663CFA7,DF4D2AA48663CFA7,859,1163
Fuego_JAC,984CAA9F730CF276,984CAA9F730CF276,859,1143
TTV_RagingHandicap,DC4F5D957A6E1C20,DC4F5D957A6E1C20,859,1205
HTTA_HardcoreKc,2C46189ECA58F6E9,2C46189ECA58F6E9,857,1114
ARES_PtitesPommes,26808D3F8477D974,26808D3F8477D974,857,1044
toto12380,DC32098F10D8A2AA,DC32098F10D8A2AA,857,1248
SAO_MilliJay_Green,695BDB5EC2823F21,695BDB5EC2823F21,856,685
THUD_MANNERD,BF2CC889393BBA43,BF2CC889393BBA43,856,1167
BadBoys_User24545,9A352BFAF1E885FB,9A352BFAF1E885FB,856,1103
Going-Postal,51749BF13380E34A,51749BF13380E34A,855,1069
ElonCrust1234,C8A48B03689B1722,C8A48B03689B1722,855,1153
RBL_Hey.itsa.me.Mario,91F3313633355DE5,91F3313633355DE5,855,726
chrischarchar,BCC31679A725D6E3,BCC31679A725D6E3,855,1176
UGOTFUBAR9979,F9D7C0EDDB79413F,F9D7C0EDDB79413F,854,1182
Sh4d0vv,84B661D56D7D0D39,84B661D56D7D0D39,853,1066
Probablynotthough,C97E329141A847C7,C97E329141A847C7,853,1088
roidayan1,16B4E148FA265156,16B4E148FA265156,853,1039
M1__X4C,6F91E2ED902C438,6F91E2ED902C438,853,1196
HGH_THEKILLERGOAT,B89DCB97ADAB52B7,B89DCB97ADAB52B7,853,783
The_MasterOogway,71C2366424A0D982,71C2366424A0D982,852,1033
PapaGorillaVR,CC1D6477C2A62BAD,CC1D6477C2A62BAD,852,1192
Portosmanfr,2017669C8A25FF1D,2017669C8A25FF1D,852,1127
Spootieho,ECDF965737D331B9,ECDF965737D331B9,852,1128
lunaviolenta,9D62A2DA529B4652,9D62A2DA529B4652,851,1135
THC_midasbrouwer,CCD24DD6346F2425,CCD24DD6346F2425,851,1114
TR6391,9E08D80BCC8654E4,9E08D80BCC8654E4,850,1141
BAN_vadorone,69DF85B87BECA214,69DF85B87BECA214,850,1198
Avnilov,16D84183965768B2,16D84183965768B2,850,1135
MemeHc,EB22ADA7CE75987B,EB22ADA7CE75987B,849,1096
Top_Lock,82064868C0ADDAD4,82064868C0ADDAD4,849,1121
StealthJim.NB,FB31160682E82A93,FB31160682E82A93,848,1052
IFF_HU_FARKIE_1911,D61801A4C8DA16D6,D61801A4C8DA16D6,848,1057
MBP25,A8A754A5433FDD67,A8A754A5433FDD67,848,1046
Eli.1533,24F1A6F94F5AC8A3,24F1A6F94F5AC8A3,848,1148
Toastlite,6586D4A48CA9DCCD,6586D4A48CA9DCCD,848,1056
I3E_Demon,8EA03E1EF411FC34,8EA03E1EF411FC34,847,1120
c-l-i-k,E4B2F3C3F48A7FFE,E4B2F3C3F48A7FFE,847,1027
jtime23_Oldfuks,B811F941CAE7161F,B811F941CAE7161F,847,1169
EL-COMPADRE,4DECFB711F230A0D,4DECFB711F230A0D,847,1203
M.I.A_Wilsondb30,93BAF29503030DE1,93BAF29503030DE1,847,1120
denOskyldige,29FF34D03445961E,29FF34D03445961E,846,1152
ENO.CaeDownInWalesAndVr,ECC7EA5A4D40C6CF,ECC7EA5A4D40C6CF,846,1115
AIR_ASSAULT,36DDCB996FBC4113,36DDCB996FBC4113,846,1161
Pistol_Maverick,822011D1FB3B4263,822011D1FB3B4263,846,1037
sexy.timo.viet,CD687B833DA065FF,CD687B833DA065FF,845,1043
ik3m,B15D327934B548CF,B15D327934B548CF,845,1185
0ttomatic,6B220401BB9C4D6A,6B220401BB9C4D6A,844,1104
Pig9ie,D9EDD6349029878A,D9EDD6349029878A,844,1099
MasterCommand,9679E6890E3AB5B,9679E6890E3AB5B,843,1039
Fraggle_Rocks_HTTA,CC97CACB108F523C,CC97CACB108F523C,843,1084
TTP.tangosolo,59092FDD36C51E1D,59092FDD36C51E1D,843,1121
RnG-Lewis,CCA555776B9BAA4D,CCA555776B9BAA4D,843,1028
Consesa,A964E942A84A9AF9,A964E942A84A9AF9,842,595
Swoop_,4152CC80A6E8EDD0,4152CC80A6E8EDD0,842,1146
404-,51E44A3AE3461297,51E44A3AE3461297,842,1129
Tbgdog15,B3CF94621B9C6A92,B3CF94621B9C6A92,842,1128
The_Locksmith,5C8415D144CA24DA,5C8415D144CA24DA,840,1135
KIN_HighWizard,49D01115892A05D3,49D01115892A05D3,840,1059
Danger_Toast,7627C83A11B70658,7627C83A11B70658,840,1097
VIPxCait,82E484986D0DAEB1,82E484986D0DAEB1,839,1025
xVindicated,FC114B672B24A51F,FC114B672B24A51F,839,976
Softest_Unicorn-GO,2F48835CA3664796,2F48835CA3664796,839,988
xXx_QUANTUM_xXx,7267074B620133AA,7267074B620133AA,838,1062
HK_SakoJesus,4835196AEDD314AD,4835196AEDD314AD,838,1052
Lennivoli,CED1BB1785D93A08,CED1BB1785D93A08,838,1196
ThatBoyD21,FEA2CC939944DC44,FEA2CC939944DC44,837,1103
Pinballer78.RAD,A0A2CEE3F1A524DE,A0A2CEE3F1A524DE,837,904
Valkyrie.NB,30E0B2C271F802DD,30E0B2C271F802DD,837,1096
GMS_NL_Eazle,F387768FF02E34C3,F387768FF02E34C3,837,1022
N1ghtryda,9B8A8EA5174CA749,9B8A8EA5174CA749,836,1180
THEBEARDEDGOAT,DF856F5149150A8B,DF856F5149150A8B,836,1146
ilsonWays_TTV,43F31E82278BBF85,43F31E82278BBF85,835,1166
MOTO_L.L.L,E58DB53DD0FC64D7,E58DB53DD0FC64D7,834,1000
DetronBUFF,9C284834A531C998,9C284834A531C998,834,1106
Abrilaguacate,FAEE9691EFC637F2,FAEE9691EFC637F2,833,1034
Kimberslayyy,EEF61D12A2E600AC,EEF61D12A2E600AC,833,1078
Banana_Cheeks.x_x,5C96B2A89CA8DD23,5C96B2A89CA8DD23,832,1135
B1GBen,49C9BD20C70F000D,49C9BD20C70F000D,832,1031
xXxVictoria.505xXx,CD9628D503B06CE7,CD9628D503B06CE7,832,1048
Bean-Flicker,240AD41686A211F,240AD41686A211F,831,1147
AttackMac,DD8A23A35BED5650,DD8A23A35BED5650,831,1035
TTAU_SOSA,CEAE412C2B0A8E1F,CEAE412C2B0A8E1F,831,1143
IFF-FR-CHTIM,1AB4048561292934,1AB4048561292934,830,1034
GoatRiderQc,2A880066259226FE,2A880066259226FE,830,1008
JackOGangsta,B73672D5D9FE5CC1,B73672D5D9FE5CC1,830,1127
late_show,84B1EF824CFECFC0,84B1EF824CFECFC0,830,957
xNelson,306D5F7DC561F2C4,306D5F7DC561F2C4,830,1025
AWP_FOR_UHRVR.TTV,5FED48092822FAB,5FED48092822FAB,830,1047
e.gatsby,849A6CC18340F2FA,849A6CC18340F2FA,829,1104
Airborne101st,B291D47E3ACB49B4,B291D47E3ACB49B4,829,997
xXxiiNerfd,B6DA4E43A6856BF3,B6DA4E43A6856BF3,829,1036
CrumbBum16,394BD9471C974A6A,394BD9471C974A6A,828,1056
DeMonsterAteThis,C5BC260E6C3733A4,C5BC260E6C3733A4,828,1145
Magic_VR_,A5DECDD422D2F602,A5DECDD422D2F602,828,1137
Dragonguy37,7BB3A51DF50C21CA,7BB3A51DF50C21CA,828,1048
Jucifer,C137AE80A8E93FE2,C137AE80A8E93FE2,828,1080
JCHERRY85,CABC42C320FED325,CABC42C320FED325,828,976
HGH_Choo.Choo,64B12749DC39A6A7,64B12749DC39A6A7,827,1118
Ramp4g3,A63A1F5937E35F36,A63A1F5937E35F36,827,1166
Ojroo,D73613213F7BA5C9,D73613213F7BA5C9,827,1095
5n1p35_djhomie312,9339385FF3B0151C,9339385FF3B0151C,827,1123
LadyLightning86,5EFA1E17AFF55167,5EFA1E17AFF55167,827,1112
jp188,AFF0D50358927BE9,AFF0D50358927BE9,826,1081
Kluttzy.NB,2E857F5A60C248D0,2E857F5A60C248D0,826,1121
DanyaDee,B2CECFB4ABBBAFBB,B2CECFB4ABBBAFBB,826,1000
dannyinhawaii,67527AFA022049EF,67527AFA022049EF,826,1034
BalancedScales,AAB14E04C2D30965,AAB14E04C2D30965,825,1180
ozzyclapz,D90A0E666D88A5AE,D90A0E666D88A5AE,825,1150
