pfid,ign,go_rating
ED44562F557E0053,FunkyBunch3,1044
2BD19FECC27A0F85,IFF-USA-SDragon,1043
53710B8BEFF17A3A,TST_Big_blob,1043
84BBB05355C4317C,ITABOYZ_Ray1,1043
16B4E148FA265156,roid_ISR,1042
48E69DFCAA05C842,REXRYAN,1042
EC6AB8AAE789BC87,JaayDub,1042
3DA0B5BAAC29D2C1,THC_Dream_King,1041
67D3C8800A6757EA,TTV_HeyItsFinnVR,1041
8168E7E7C4C564BA,Sparticus_,1041
82BB45C189B4B061,VRS_Philophosaurus,1041
3078CFF527BCD021,shadowhams_X4C,1039
99C187EA699A498C,BryMan112_SIN,1039
E388D0C77DA66C57,Mickz.T,1039
8880CBC14F03348A,3LAU-,1038
94D8B4B484699CF4,SALKOGI,1038
BC9137CEE7C6B68F,Gemstone2,1037
EEA69AA4469DFFDA,A3Blackshot,1037
16D391A7E894AE74,pikpukpak,1036
7E9AB4B37035A311,ConcreteMonkey,1036
E024F25DC55EDBEC,pintaiL,1036
28DF665ED243D77F,RAMB0Y,1035
F965C2AED40230B4,Chrissiii.VrAi,1035
42CBDD37C806E6F2,SirMÊTA,1034.44
2EB0C4C7B56B6F59,Tiaagra,1034
49EA70D55001E24B,chives152,1034
EB15784D3BA37E9D,CurseofCain,1034
9BDC06894E9DC21C,THC_BertaBud,1033
AB10FBBC3B90470C,Tea-Kay,1033
DCD07BAB01F6033E,Morpheus,1033
9C2F382633A0075,AVE_AURELIUS,1032.99
B8D14E4FB2B722F4,Featherith,1032
C2EF08F71C667E8E,NAA-Foltaz,1031
F4C12E96546AE7F9,RBL_VBaRklEy,1030.5
B2EB5AF7D9C8E673,VIPxGloxi,1030
215049CBBFE8FC9A,iAmDan419,1029
5C6E2952678D0796,AURELIUS_AVE,1029
8D8825B68690D35,TheParA,1028
238EB41D8E60B4A8,hetap,1028
5C31639AE6321E0C,Dafflorian,1028
83D90C9CB4A4FABC,1Kaler,1028
920D1B39AB3137B1,VRS_Chem,1028
CCABF096F1221D4F,VRS_ZEUS,1028
35BA664EE2D668FD,PinkForest,1027.8
16F158FDB9B2B025,Fonyan,1027
7E77CBECDD9FAF78,GeorgeKessel,1026
2188A97FF206D528,VIPxCaleb,1025
DBF7B6ACFC28D4F4,Budd_y,1025
E239FE5AB9FA5E9B,A.K.M_Chato100K,1025
765E29220A77E744,Ry.y,1024.59
9E80B8CE04014816,POOTERPANDA,1023.66
10BF36AD2DA059C1,WheatIey,1023
9673FAFC749DCFB7,Goku101p,1023
9BD022AAF9EAAEDB,hater1981,1023
BF7400886E48B4A3,RBL_TRUNKZ,1023
78148A82A882EA7B,Hater1981,1022
B57EB47899E65B38,BadBoys_Arafluch,1021
D30DD1DFF8C6BBB3,LittleFaceTat,1021
AC8759DA84BC67BB,BURG.NB,1020
318BAD3D36740B10,RezMe,1018
803EA912481896EE,N_H_L0024,1018
8B95285A82FB7662,fizzikal,1018
E0578EAA1D6E7901,Birdiekaka,1018
3CA72D1014C83B00,Russian_Vodka,1017.75
151124FB9DCE4091,Jads46,1017
8B9BC06739168B2F,$Slerf,1017
E23F0948A8C9414E,Omaline1234,1017
3C451C712FB045E0,vipxace,1016
D7A37F55DAEEE722,DSOW_MR_GRANDPAPPI,1016
7B96A7B25E1E5CF7,winterbirdie,1015
9AE45E27BE32D765,FinnEgan2007,1015
F46958D59432AC29,Kurus,1015
D43F8FD027F7B59D,clappdaddy,1014
778447F294ADBFA6,Tay_G,1013
89245CC7F3EFA61A,SOLDERLESS366,1013
B291D47E3ACB49B4,Airborne101st,1013
D1296891C1806420,Acidic_Huntsman,1013
E91F496741C98B53,M_colt_ISR,1013
5D88115084F8C45F,charles.ed,1012
EEAEEFDA51DDA6AE,Littlered85,1011.11
1C7412914F1764F5,TTV_MrPrezeyVR,1011
9C733450B15DBA1C,OldGregg,1011
210F15830A1A7F3B,Majorwiseguy,1009.14
4DAAF649C2F0CABF,EGG_ChucyP,1009
BD8D8E2015702E90,T1SDAL3,1009
C312A2786F4B7A62,Jaguar_Regent,1009
69375EE11D2F2F99,WWW_Abstract333,1008.52
94775A42D753BC4B,PastaTheRat,1008
11208B410EF4B73F,VR_Martinho,1007
515FE93B4DD376F0,hmlufc,1007
CFCA5440816ECAFA,SXS-StoraH,1007
4D8C1AF8DD48E58E,Rizzful_Reeces,1006.14
2FE62FF407C43427,RBL.FAVIO_R,1005
BD525BB3438B4499,DeLEECHious,1005
CEAE412C2B0A8E1F,TTAU_SOSA,1005
1C3EF8409822D553,allangoods2021,1004
4DECFB711F230A0D,EL-COMPADRE,1004
EF0C5C78F428A9D8,Sodapopss,1004
FD3574D4C938F8E6,MadDaz,1004
412A3D2FC34814D3,tekniqi_WWW,1003
61032295678A6166,Hurricane Love 69,1003
7594F0A10AE18A87,Corn_pop,1003
3DA86E18D09E29E4,_QN_,1002
742BAE03879E70AD,Popem.and.Dropem,1002
4A054DCC790C24A2,VIPxA$CE,1001.06
436623B402C9A0F,Krios,1001
D9E4FDA05EE8A681,THC_FreshOffTheRip,1001
80A2C18B4B098566,S.A.O. DRACO,1000.75
60B1EDA5C7E6030E,PRESTO_TRON,1000.64
DEE51F0B7F373C98,AOC_CAIDEN,999.502
E15CAAD0003430E3,GO_SHARK,999.088
1E0AA1831B7FB8B9,QuizWhiz77,999
250447370316A377,SV_EnzoTheViking,999
B5C703F0A0D1D903,XavDaSlav,999
2401765793CF12A3,Kipper_vr,998
7684C841951CC499,MUgenti12,998
C294EBE6B1FE0E95,TLP_SILAS,998
E1571B6B44B32EA,The_One11,997
490E89030C31216A,Woodzyy,997
D4C1C6848035C131,squishycheeks,997
9DF7AC472CB579CF,MTSxMirec,996
AD8E40F5FFFA4C5B,IFF-BE-Robinwood,996
F1EE7ECAB653B459,Flatbush_SIN,996
94FE6BBE7FE387FA,Skeez.VR,995
97A718B9C0358436,GO_helloBeauTEEful,995
9F69803F0848292C,helloBeauTEEful,995
1A79786FCA339278,SAKURAcheese,994
1CA97D10D8E1396B,4.3_Wiseman,994
7D01298912E30EBC,Half_Al1ve,994
73B0734EA29CBF58,Tman919212,993
CEA8984DA1171172,ORION_ANUBIS,993
FC412448AD0A0D02,IFF_USA_Beastmode1983,993
CC668E1312F0EC6B,portermac,992.556
165D18867DCE3448,takuya,992
A40DD972E8F602AE,LqrsLT,992
DBA5EEE17F881173,Britneelane,992
74A21D3E0DA49324,Mr.ColdShotta,991
AA642EE3B3A2AA2F,xXxSmittyTTV,991
ACF8BCC4E428A426,xDanger,991
DA561E28F27B2F87,overthebill,991
DE802195419DD8D2,gCL-,991
242ECE344CB2C36C,IFF_FR_OMGKillKenny,990
EFBFBDEA03FBB708,ORION_EBONY_FR,990
36AE989B0DE8719E,Quatrozec_FIN,989
42DCA0DB5A0AB7C2,Tiffins.89,989
5A677F2FD3A95637,HMONG_SIN,989
7397BB23BF94748C,Kingslayer402,989
9596FB26BE5BCBE4,FatCheeze,988.099
94A681E64CF5EBA,NND_KillaBoni,988
3942F5AEA6C5A4A1,albert_rambaudi,988
B99F31ACFBA9D229,RBL_JerkyRice,988
DED2D692B3EA6C40,K O Z M O N A U T,988
103DE797B8E49DCB,IFF_FIN_Honka,987
B2C60CBB9BF26B64,xAgronalin,987
E5C4D8DB7E46253F,2fast2furiouss,987
1AC1AAEC344F7F70,LA.CH.PZ_Rambo,986
27B859C2312C3E9C,BadBoys_Haftbefel.De,986
4C1A688CFBD972C6,MTSxReaper-YT,986
5B6F3C96C8EC8648,S.A.O YoPapi,986
6C298028FD3F964A,Tomathan,986
6DA8B96437EB0350,TONMSC,986
8C2A22B362816ADB,YoPapi,986
B50A4AC40327843C,RBL_Ghosty,985.714
E97B5685EFB2E730,S.A.O_Gomezx3Turbo,985.3
EDB5A77827FFEF44,SXS-NiclasCeder,985
FBED80714B6D346F,IFF-BE-Sphyrna63,985
306D5F7DC561F2C4,xNelson,984
46F4A1E0C8E00AC6,KWhiskey0331,984
804F607CC7B2509A,Johnny.U,984
C633B2E9395C478E,curry_,984
CA8466A9A756995A,PX_Wilhelm,984
EEF61D12A2E600AC,Kimberslay,983.33
C76F0D54F1C83BE,theKledde,983
D66CC08BF4FE4558,Abby-Username,983
5A922E0F4ACD9AF8,Bxllacorn,982
8643676F36A035E7,JoJo.Gadget,982
9A352BFAF1E885FB,BadBoys_User24545,982
A47968FB71BCEA64,SoftWarmBlanket_SIN,982
C06C69BDD00382D0,Alex4_8,982
E080236CFF4FFD69,Buzacca_JR,982
33800D5C452519FE,EEtime_App,981
40C38E723886ED2E,Nater.Potater,981
8D23CB324856502E,r4upe,981
9C3B20F4B01DBB21,TTVToeKnee2050,981
9F57ECB161C12532,OMEGA_AK,981
D1FF0F52419EDC59,BadBoys_tobg_90,981
3042EE97BBE20DA1,M.I.A_13simpy,980
902D1347E5078CB3,Kingfrisbee,980
4B1F2A70A0E3938C,gliTch_nuT,979
A351ED91CACA86C3,VRS_NinjaNex,979
BBDADEBF7AF2BA03,Dorkyfitzwater,979
93A2344443E4F73,xRiskiestWheat,978
77DCBFEABAE4FCC0,SIN_OmegaHavox,978
849C74E32DA6AD8F,FastoreX,978
B590E576C26B3BA9,Mottfia,978
EB7EA93A528574A1,BlixityVR,978
6E0FB4634142621F,IFF_UK_Fattyy,977
F58E7B5ACEAC31F9,krafd,977
FC5331D9736AD273,Ram,977
F9F21325130975C,ALex From [CHN],976
675A5A137A431AEE,harryithink,976
95A68519744BB3F7,toxic07,976
BC3D6FBFAD9F402C,colt_LT,976
325BDDA357F5625A,The_Elliott,975
86EADD6924178D20,TTP.Masaaki,975
2C2620EFBDDAB85D,The_cat_ran_TSK,974
4EAECCE17F860AE9,Bro_FR_PerfectDark13,974
D1FE832244B953B5,marshifam,974
639E4586878AE59D,CIC_chosenmatrix,973
8B9F781EADFB8ABC,Weller107.NB,973
305DC36789D31176,VIPxJasonStone,971
A701DDBE4AAD41FD,BadBoys_Cloudriders,971
44AD41F0117FEC13,TheBeast42069,970
60A9C56F40A81427,thatfamilyguy,970
8E5121B281A5CBED,Yuria_Zeatic,970
AAD3CA047FE2598E,PyroManus,970
BE9FBFBB8FCE6BB2,Prime_Lynall74,970
307AA9ABE513270F,TRUNKSZx,969.957
1021FAF6A775B49D,Green_Raccoon,969
483A98D2B1589A59,ArboroakAssassin,969
973FC51D61214DFB,LEV-VEL,969
C26E7FEA42A67F7F,BENJAMINxBANKS,969
10038F805F9070E6,RazMan85,968
15D68C46D40D0064,HowIMetYourMother_,968
43F31E82278BBF85,ilsonWays,968
8E07D04977E575D5,J_0_R_D_A_N,968
532AC061CD732431,ChroIIo,967
C13C34867C90D3BB,ueethegreat,967
C8F90269C96BBCFA,Drewzoid,967
35C2D99A6E66DD55,JackGPT,966.225
606D03E043C374A5,RACKEMW1LL1E,966
A580B4E91A39D28C,Mikkelis_FIN,966
BA09FEC2EA741EFC,xRACKEMWILLIE,966
CABC42C320FED325,JCHERRY85,966
E4AC85F0AF5365AC,RACK_EM_WILLIE,966
34F95F9143B3720,bltpls-ttv,965
459F73E9DD5F5850,PipeDoc.NB,965
947CE555A9703730,BuffaloBeels,965
BB60A06D22857732,S.A.O_SSniperVampire,965
D7DD9813C0FD13F4,A.K.M.PickledWombat715,965
92A5F46BE5AE1EA0,hiiragiT,963.84
16C931BC7B387341,ClappinCheeeks,963
1F8C8B9B57E60B99,III7Black,963
494811E98AD47CD2,ShitOnU,963
66D38EFF46777E68,Ban_Aclick,963
6DD757647DE884D7,Masterballer4_SIN,963
6EA4A4061AF7C8B2,Zahbuza,963
DB16180278BC148B,SLYFISTING,963
1B7FDDF3221D08B3,APat32_,962
4FCE6ED3648F3CBD,tigerabrodi,962
7939F58AE548FAB9,Controversy,962
45DD74DB9EFF84F4,HoneyGUN_VR,961
B706FD2374D24171,THC-Crypto4x,961
5C8A7F898AD18099,SKS_Lord_Flatulance,960.938
D1DFD96DB238D3E,HeelsAreBetter,960
40AF7DB7022DE49F,R-TIST,960
74D4AC7A3CF26AFA,VIPxMighty_Brooks,960
88D64E69641BD605,Yo_Chico,960
3DA50447AC5144EC,Magrev,959
24C133B2C94E419B,Monkey_Mann,958
4835196AEDD314AD,HK_SakoJesus,958
762E3133E178803E,GloopyLoopy,958
E627B06B848D71E9,sfranklin557_FDP,958
7C4E7B2BE5152030,Shinybear,957.517
6FF4BDCADDE406EC,Hk_Lukedv,957
7CBF663AB01A2F2E,KempyWalesJr,957
D9EEF73F9FC46E7F,Noose,957
DE7C342876302D0D,jasakido.NB,956.065
4B8D4AD6367D2CD5,SpiceyPricey,956
61B7242E94D22EE8,ITABOYZ_St3ppolo,956
799F4D8F3FA1D444,Girl_Gang,956
B27236C0A1D9ED61,AdoboMexicano,956
41E3669038C6459,WrecklessVR,955
2141271169CD4238,Pancakes_and_weebsy,955
58DD4E210E55E93B,VRThailand,955
7004D7F6D074B8E2,LaneZ_POTR,955
FDC67E397AF6C053,BenjieG,955
2176005D38084196,hersley,954
5922533A01108B2F,SOL_Scott.99.dangers,954
780E435E9A9729C3,TTV_DwarfKingdom,954
B30B5F97C86046E1,RBL_WadsFam,954
20A0910A828FD93F,Blacknight10_YT,953
8281D6385E8A1C5C,BenHymen_AK,953
B46F2FF7C6C00775,Witcher_19,953
C1538D6A06BB9C04,ENO_MATTHEW,953
C5BC260E6C3733A4,DeMonsterAteThis,953
F5FE56ED4CE5CDC9,Palaxy,953
4AAEDA0CB0B8F2F,WWW_Kayla,952.852
32DED4FA1C02C85B,SXS-SlaktarJonte,952
706D5E8A29419732,nofoodforpuppies,952
DD05AE40C1972311,Logan-0719,952
28233FB5496238CF,Nasty_LootGoblin1,951.711
3CA102DBDC9FAE66,mvjoker.TTP,951
5583433BEA6622FF,GO_sunshineguy,951
DCC76F05CF8A2F16,APEX_BEAST,951
80FC434787259182,RBL_Mr._.Ferrari,950.26
34E1306BA6378425,Kermies,949
679B5A25C3BE66EA,CYN_Bustingburgers,949
FFD3E3BC72B3DEDA,Chiefs_AWP,949
543D21D9B496BCD7,Creator.M,948.601
5398009C479D28BC,Faith.NB,948
8213D0E6DE77CC9B,Mzabal,948
FA9A34346FC32D46,LILB2234PF,948
2699BB7A4F6939CD,pinkninja682,947
492A884914A314FF,FYA_NachoEyes,947
4CA5AFE1C4BA90A9,QwikSand_32,947
884FEBFD4CBD03BC,Outherecuz,947
85C4ADC98B98947,IFF_GB_BIGBEN,946
26808D3F8477D974,PtitesPommes.NB,946
281C4CE8A53A3C33,Shottski,946
BCC31679A725D6E3,chrischarchar,946
BEBFFF9C24911E20,iAmGjert,946
E4B2F3C3F48A7FFE,c-l-i-k,946
FB40DDE413DCC648,sharon_900,946
ADD77CB89DFF1029,ITABOYZ_Fury2Dindon,945
C1D2778061E1D4BD,A.K.M_SkiMask,945
B58648FF88396292,aen_,944
119B75A1B351CAD4,VRS_Frosty2453,943
C9A3D3D6B96DFEAC,Cnerf,943
E528E9D06266C3AF,ReadyPlayerOne_1p,943
F627B96C86199797,nbk_benwolf,943
1161736BD4347A11,CHLOE.FR,942
2A880066259226FE,GoatRiderQc,942
B4691BF90746481B,SweatyMac,942
78483BCA159DB216,Tonkaah,941.344
FBB0F07E1B0ECD77,AussieBvr,941.033
D23C9A41C561AC,VaiVR,941
24BE6B47A3C4478C,GO_HammerBolt,941
A8F4CBCBE5A86641,feisal206,941
A81576955C782A38,Mrs.Hater,940
CC1D6477C2A62BAD,PapaGorillaVR,940
E4BD3645D7EB8E41,JimmySpringer_HTTA,940
3BEE8CCD43B697B7,VRS_A-Moe,939
4EF4CB87620FCAEC,Speed.Turtle,939
9049B94480339EC4,IFF_Fr_Trileur,939
931F4386A64367E3,THCX-UNFAIRMAGE,939
AE341DEA3FCDD6BD,VIPxQuiki3,939
F072B07CF7AD5649,kkaNbu_L.L.L,939
735321E35993FAC0,IrieVR,938.338
8BBD150061A3ED24,*unpopular dave ttv,938
BB79BEDE4271B563,LEDxDucksavv,938
BFB7EEAA09738228,Huntinfool,938
3980B16E663DA754,TTV_CaseOh,935.124
A8AECAFB8058B2B2,WWW_shoe,935
BDF4E6A3797A1FFB,NewbSchool,935
E7EFF540ABEEE229,T.K.O_ZoneKiller.909,935
E2CCF18EEDF9A1E,MeanSanta,934
B4FC6F8D134B4F9F,parkered,934
B5C7AD2AF5785E26,ELITE.Fendi,934
CFDDED05C0F8B0D,SSJ-Kakarott23,933
610D51BA73A84F1F,Tetsuro_L.L.L,933
B0632BA6250376E1,TTP.Greatestever,933
B5A2DE543B8ED195,Soberish21,933
D5A4509147D7BEC2,Deep.NB,933
2C46189ECA58F6E9,HTTA_HardcoreKc,932
42AAE36F6839385B,HGH_pintoj,932
B7A7FD4C7B8309CB,Magical_Beans,932
FC114B672B24A51F,xVindicated,932
5C5D313270461DAF,VIPxBearBeets,931
C9B1EF095655CA98,SAO_Hudindi,930.563
A79B587F78A1010C,JCTEAMTIM_N4U,930
C594F4F8FAFB619E,spoonerjoe,930
15E5A9F289AD4659,CIC_SolidSnake,929
B4877AD3CB817827,Rintara,928
EAE10B9627549DC7,Lex_UK,928
3840E4EB07707EDA,Tennis_World,927
9CCA356DD0AF7B65,Fred_VI,926.727
273A8A4059B2BE88,snowflakeunicorn,926
6CD9273DE85E3F5A,TTP-SweatyGecko-TTV,926
A36CBC8BA45792EB,nikkarja,926
DEF5B79DFC354DBB,VIPxPoppin,926
18417EB1D7CC0D43,Avithan,925
BAFC5571D36AB4BF,CRASH_DICKHEAD,925
52CC3C4713471205,erybodybabydaddy,924
83502A2CA46B340E,VIPxCreamy,924
D21174CD98F87FA1,Mat_MagIgaM_taM,924
DC750B20DFA10B32,Magpie_From_NZ,924
70C69EB384329FD4,sandmanb14,923
9E1155471720A43A,3tek,923
4F01DE1ADE8F15C,imortaljman,922
1DF818BE53AAADE0,TinyDancinKoi,922
5355F3FD50B0B543,dayglowpizza,922
7DC07C07C13D2661,Eggify,922
A5DECDD422D2F602,Magic_VR_,922
EB22ADA7CE75987B,MemeHc,921.751
449720F811B3D827,BDEHibuddy57,921
625AA1157415C436,MVP_arissapvz,921
C97E329141A847C7,xLucifer_TTV,921
EBA7953BE9612C84,KBI_D0NT_L00K_UP,921
F0AD9A4F23E2E527,TRO_15abradford,921
13B9F9DC4FAE2357,K1LLM0NGR,920
A0B24D95C02DC8E1,RED_DAWN,920
A36EC2206164E71F,ShadySWE_GFY,919
F4478D46536BE6F7,Mitch_Man_7,919
9070764BE8ABC182,TTP.Chase,918.123
2B511E3918EC390F,ChizziMiagi,918
33FE672ADC9133EA,RiloJo,918
B077A4BA45DBFE90,WWW_ElliMist,918
D22DC02CFC267C70,geminiiiii,918
460FC75C0CEA07F2,ProfessorMajack,917
7362EF259DB35415,TwistedAro,917
8959CA1B7CF89FC0,BadBoys_Galla71,917
F15F23C7EC5BEC20,RBL_TILLEYTUBBY,917
77D92E9EC80EFE54,√Moisty,916
7AF381FC4AC180AE,SKS_greaseNtools,916
7AF9CABA5D89CBD1,VIPxMuggy,916
A8A754A5433FDD67,MBP25,916
B8FE09008C651930,OTA_KIYO,916
FC0F3B7C27B3E1F1,HGH_Towelie,916
E40FBC5F7C9F0DEC,GO_DocButler,915.738
F65967B61EAFC751,hauntad,915.427
4F40F29F5FFC932C,kevorgod,915
54127A904055A317,Monkey,915
DF8E70EDC4CA016C,THC_LITTLEJOTTO,915
A9E33F697E7EDE72,VapeLifeYo,914
CFA8546B55C342E5,Nicox07,914
DDD5FA08552E0969,SILV.E.R,914
1D76A6A9B2A3557F,Be_Chris,913
1F4AE39B162107CC,Helixal,913
4CB8CA229F6CE644,CR_15,913
6B1797BB4CC8B01F,TIAGOAP_TAJINE,913
E3B0C1BF31BD0800,TRO_MiltonYoder,913
E9392FF11E696FD1,Drake_Da_Bali_Boy,913
EF3335BC2FA5CF1E,TBID725,912.421
6EE5CC7EDB0AE2D1,Realbadshot,912
DD1B3A8EB4C9C92B,jeffshwix,912
29FF34D03445961E,denOskyldige,911
9F64836F40D60159,Maxdreams,911
E7F628EC5820CF60,Jester.thecl0wn,910.037
3E99D9B0E671A70E,SEB-FR,910
7627C83A11B70658,Danger_Toast,910
AEB753FB44C7459C,Jouilz,910
FFA4AF4BC1A55CC3,Wreckless31,910
18ADF7AEAC225CE6,stuje1,909.207
7A4A7C18D9882922,ENO_Pain_SWE,909
AF5F6E625B025154,eat it,nerd,909
FC8F1A7C1C499996,poisonsword2001,909
3CF15411A3916505,Slackoff,908
758CAEB90E813DB4,SpicyGirlUWU69,908
7C76FA5102A47E08,HotBaklava,908
5191C33D51D13C29,BabaYaga_NCC,906
F9CEB8326CF7D795,STD_Chicken Bizkits,906
778CAF1BBFA0DFB4,Elev8d,905
BE68EFB23CB6BE14,ALPHAxPolydor,905
6C94F59B1E5B27,Half_Alive,904.128
1F8DDCC19C5747C9,Johantgo,904
A0AAD0B7837ED73E,Thanosbr,904
B13B9125392528BE,Ashpool_SIN,904
DE6885716CA46C9D,Tdog86,904
3DB3B4C184947919,GO_BeauTEEful,903.817
11CAF6AD83D4B084,NoLongerInPhilly,903
7DBE184F632EE7D5,THC-DrunkenMonkey,903
9BAA650E960F94CE,DFA_RaveFam,903
A89492343566D65A,xCAPTAINBUTTERSx,903
E4C49337B3A96BA8,thumtac,903
F2408E6B9195E2E9,Wherritt,903
F6CFF16C137A4566,LadyJackHuss,903
7CBCCC2BBF7A1B06,GreenDragon1_VR,902
564528D7BE4FB55E,AOC_CITO,901.951
C63E7138083B98BC,GO_Robot,901.64
8ECB3BC835175AA3,Grubbs4VR,901
CED1BB1785D93A08,Lennivoli,901
233445E28955579B,SNooK-SWE,900
AF17DD1E995AAAFD,Queenamidalaa,900
3EF8DDDEFE4F7F6,CEA_PsychonautVibes,899
18632446FB3E861A,parsons.c,899
1898182C4BBD6F2E,BR4NNNN,899
1D777ACC716213C,Peanuts1234,898.633
733A2B685B809C7C,A.K.M_CataGl1TchVR,898
7544024D8303E6F9,EJ.Vine,898
E299E7BDA498A01B,EddyTheFreakVR,898
77015758BB8ABBE1,VIPxBlexy1,897.182
1FAC56EB0B6C3B95,Tanman6popone,897
9339385FF3B0151C,urdeadbyendgame,897
AACE4C385E7F5CC4,Gregorio_VR,897
FF608669701A8D51,Wesley5n1p35,897
C1633E559D08F2CE,VR大板砖,896
492DC54C16C53D03,DonnieDonowitz,895
A905B64212E3E613,dafaithz,895
4129FAD09994FF89,YOURFACE,894
A2EFE5986B94842A,IZZY-OR-BART,894
64619A0B2501C812,Apollojr,893
CF2D224478F433CC,EEpheesaurus,893
1101CE05E62D70C1,Ozymandias-,892
B15D327934B548CF,ik3m,891
FD9164686BD25249,1pocket.TTP,891
F5D851466CA1C121,SixStringHero,890
B8D607314A32D16B,WWW_Nautilus,889.51
9D62A2DA529B4652,lunaviolenta,889
84B1EF824CFECFC0,late_show,888
290C1E25CEE59C4B,GO_BABs,887.541
A86B6CCCE9D79C2,Barkley,887.437
44456FA3514932E,xPIEWxPIEWx,887
787434DDA13438B4,Witty_GFY,887
ED2F2ADE203A9FC1,AssCIown,887
FFCDCF4CE9BC74B3,SKS_HUNTSMITH,887
46DD31F2C5E843B5,Vorchek,886.711
7B870058651B349A,VIPxDogmom08,886.4
6FF5EF9B8CA6993,FYA_mccaige,886
1742C47488E03113,STR0EM,886
178E4A2F225120EA,xSean,886
ECDF965737D331B9,Spootieho,886
1262ACAB902CDD58,NPC-Rboss05,885
233A435572D63BFC,M.I.A_Mattb315,885
8D4876E1A77DD4DB,FrÖggy™,885
790F7ACB99C1BE25,RBL_Elliott,884.12
282420713C7DD54D,LazerTazer125,884
394BD9471C974A6A,CrumbBum16,884
8B37BF05424F3D07,upppenheimer,884
F89755AD189971CC,jjwtay,884
3CAEF65760739C9D,Redhaven,882
D1DCFA7353F7CE63,KacyJo23_BDE,882
FEA2CC939944DC44,ThatBoyD21,882
11B095FEBCECDC48,dbchopper,881
15B8D1512B08213C,SLYFOX_TSK,881
CB18CAF2119C8045,joh2211,881
2E663F02803AB374,bathsalts11,880
4A00039CA5140A66,BibbleBobble13,880
607F3BC285A7C737,girotin,880
EA2B749335722E21,Bob.berries,879
1E593DAEEFF4F92B,Jakeamusprime,878
7BB3A51DF50C21CA,Dragonguy37,878
E1AB23635E13738D,SAM_QC,878
2CA8AA4E3BC108B6,Aviam_ben_shlush,877
9084F8DAAEFFAFC3,SURF_STAR_HTTA,877
EB6FE89CAE5DA26B,max_the_cool_dog,877
E96D74FD704448BD,CrxssEffect,876.656
A221355BCE40DB15,SAO_Devy,876.448
3CF39365BB6C812F,Fugly_actual,876
628943A420EB6380,YAMBANY_ISR,876
660A0F1A64130F62,SpiceyWeinerVR,876
94193D668BD1FD48,CIC_VRJen,876
C11BEC2A66B4C349,GBN_Deadeye500,876
D1F15E35476D0F23,_KING_,876
D6D028A669631FFF,WWW_Nando_AK,876
557FF72C377D8A4D,GO_JessHawk3,875.723
8C44CF14B05941FB,AG3NT.Z3RO,875.515
75A2561232645DE3,VIPxAniya,874.893
15A08CA14697B062,BBQ__WATER,874.168
EE507E5DBB062096,RBL_Goon_1,874
55A04A3659C6BEF,TW_Cannon_VR,873
97BFB8C72B3AD56A,Soonski,873
E7E4DC696B491BEF,JewishGuy,873
BBFC0B27F98BA1B6,0FTH_JABBATHEHUTTA,872
28ED4E524C1AC9D0,CentzZ,871
658ED3FB4141C5F1,ER0WID,871
4B920C2FAC324FFB,1SS.JustBuyingSoySauce,870
574DFE9C43C67ACE,UnpopularNate,870
6A37C06302A68AFA,dinelli,870
7DB65D92826B9867,Jonahtoast,870
88FE4D7490C4EDE5,JABO2004,869
C24A9F559E7CC46D,Sorry_No_Mike,869
FA88C0B8E5EFB6A1,cciblazer,869
C12AACEAC9CE276,pillow thighs,868.466
ACC91C345732CA5E,itz.dova,868.466
5EBCBD75B3F8E74C,Eunice.yu,868
75FB5643943D242F,MackCheezyVR,868
D3B84AD3719D5F0A,SAO_Mz_PiNa_CoLaDa,868
384DAB1DD00990CC,EddieStops,867
3A680C179426793B,larnergirl,867
ECBB8AD6D782429B,Hampus035,866
452026D8BB6C9922,BadBoys_Jeragan,865
4FE440CDC1DD2C2F,BESTPOP1TEAM,865
BC5AE07A6B34CBDC,VIPxDollarDogs,865
2BB6694ACEE4D15A,M.I.A_ReyClauVR,864
7274ACF2607D318,J0N_CL0UD__SIN,863
20D746B183FA0689,Joker_ISR,863
485F15DD2A0D4E1E,PPL_MaicyLlo,863
F73BAAC214C68A4A,Sense_TH,863
F79AD6F9A76DBB64,OMEGA_Phoenix,863
8186E3DBF4574994,MKCarr,862.142
4A2120D836A1212E,JIMMY COCO_WWW,862
937E9E0B2F94A418,ARES_Gargamello,862
9B7C1D18AC2EF8A8,ITABOYZ_RAY,862
D0D0A3CB0824767F,SKS_GreaseNtools,862
2B9F0C068AE2B6C0,cherryyuiyui_L.L.L,861.002
2F88366402FD9E88,IFF_ISR_Calo2000,861
665DA6E095A7CFF7,SC0TTICUS,861
B6395EBFD2459486,LesterTsai,860.276
977535A7618BDA22,BFF_DanGQ_FINSWE,860
CA4C8C5BBF030A80,God_Mode_Activated,860
12D3A3B87CE2AA7F,kitasota_L.L.L,859
984CAA9F730CF276,Fuego,859
BF562D934C53F4B6,samsonsin,859
DC4F5D957A6E1C20,TTV_RagingHandicap,859
30E0B2C271F802DD,Valkyrieeee,858.825
64B12749DC39A6A7,HGH_Choo.Choo,858
A466FE7C9BF76706,AOC_Chrispychicken4800,858
DB779B5A2568F4CC,PsyFi-,858
E629AAF9325B26A8,baliwindmoti,858
F216B27383439E9C,z4p0tek_FIN,858
31E847C9488DDCA2,kota_L.L.L,857
DC32098F10D8A2AA,toto12380,857
BF2CC889393BBA43,THUD_MANNERD,856
16D84183965768B2,Avnilov,855
